,,,,,,SAMPLE_NAME,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
BIOCHEMICAL,PLATFORM,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
guanosine 5'- monophosphate (5'-GMP),Method 1,09/12/5550,6804,741,C00144,HMDB01397,"16,997,096","49,605,088","48,215,844","24,939,320","40,801,716","42,276,904","20,517,626","45,901,704","4,880,606","42,497,672","35,570,452","41,936,340","28,479,570","21,588,008","46,696,332","26,190,310","41,406,152","34,120,636","72,510,768","54,402,332","49,778,596","45,316,220","46,299,668","71,824,344"
guanosine 5'-diphospho-fucose,Method 3,15839-70-0,,21402997,,,"443,350","634,117","689,286","701,557","785,593","935,580","771,423","757,987","385,327","620,397","752,337","572,495","405,373","185,475","463,309","332,963","462,836","414,281","650,446","606,695","484,853","927,394","559,648","896,536"
gulonic acid*,Method 4,20246-53-1,9794176,7969943,,,"952,643","2,406,439","5,017,618","2,382,044","1,510,027","1,305,087","941,670","1,841,342","858,124","1,704,192","2,693,111","801,622","2,888,182","1,086,178","1,886,620","1,366,181","1,451,388","4,962,639","2,637,550","2,493,308","1,426,958","1,542,971","1,609,924","1,333,239"
heptanoate (7:0),Method 3,111-14-8,8094,7803,C17714,HMDB00666,"357,254","582,210","259,483","286,030",,"493,574","250,293","496,115","525,207","423,128",,,,"464,082","460,404",,"609,038",,"831,139","427,139","862,903",,,"357,629"
hexanoylcarnitine,Method 1,6920-35-0,6426853,4932273,,HMDB00705,"8,792,007","15,087,012","11,784,891","13,589,299","11,300,701","39,263,292","16,729,873","18,310,954","18,408,654","23,110,832","20,530,844","21,899,776","16,740,223","10,332,947","11,611,578","12,939,457","16,802,468","17,624,584","18,132,168","22,807,534","16,639,940","13,498,149","17,516,336","26,551,778"
hexanoylglycine,Method 3,24003-67-6,99463,89859,,HMDB00701,"471,205","4,604,792","2,053,500","1,887,488","1,151,883","1,289,307","127,680","164,601","262,091","178,321","1,386,354","173,449","2,595,884","990,234","1,479,636","848,073","2,597,201","7,567,873","2,223,048","656,343","509,002","315,742","267,468","400,307"
hippurate,Method 3,495-69-2,464,451,C01586,HMDB00714,"263,285","3,618,137","424,939","1,896,980","3,393,558","89,043","1,964,290","3,515,003","3,433,574","3,737,335","3,498,939",,"532,282","59,465","5,596,838","1,636,040","2,284,353","4,757,987","1,436,739","2,218,749","2,449,856","12,261,072","1,585,107","4,730,878"
histamine,Method 1,51-45-6,774,753,C00388,HMDB00870,"10,599,089","7,490,661","3,006,433","8,151,080","32,534,736","365,551","8,577,744","3,321,900",,"6,828,672","14,673,191",,"13,440,140","4,040,407","1,592,112",,"12,435,947","1,919,668","14,122,375","3,622,946","4,466,456","3,882,959","10,045,760","3,817,790"
histidine,Method 3,5934-29-2,6274,752,C00135,HMDB00177,"5,310,801","4,847,024","4,929,695","4,322,874","4,624,020","5,734,100","6,002,184","5,558,198","5,254,144","5,251,774","6,001,817","3,716,058","6,586,010","3,548,519","6,270,711","4,924,671","11,293,328","6,172,718","14,027,674","16,244,390","7,148,649","11,388,434","8,043,209","11,572,750"
homocitrulline,Method 1,1190-49-4,65072,58582,C02427,HMDB00679,"299,993",,"1,429,686","524,279","423,599","776,445","150,252",,"289,497","378,093","1,246,223","254,713","682,563","661,334","1,274,844","418,907","510,248","261,371","740,460","370,764","660,432","450,273","609,717","874,616"
hydroxybutyrylcarnitine*,Method 1,,53481617,,,HMDB13127,"14,344,019","8,942,406","12,800,497","43,134,000","18,886,628","88,607,904","79,824,840","29,423,834","44,284,616","30,288,152","50,249,224","21,942,624","15,799,493","19,437,402","7,052,860","12,095,823","29,810,450","7,242,379","59,685,200","36,954,144","12,379,420","12,595,121","14,386,366","22,932,918"
hyocholate,Method 3,547-75-1,92805,21403098,C17649,HMDB00760,,,,,,,,,,,,,,,,,,,,,,,,
hypotaurine,Method 1,300-84-5,107812,96959,C00519,HMDB00965,"69,877,032","36,735,208","33,205,504","66,140,608","103,037,464","35,272,620","118,610,048","84,796,400","78,739,224","74,053,856","70,548,880","56,785,688","21,244,350","8,008,847","11,239,498","12,288,533","20,314,284","9,898,041","15,623,066","19,311,184","12,967,445","20,368,110","25,136,942","21,522,058"
hypoxanthine,Method 3,68-94-0,790,768,C00262,HMDB00157,"12,874,327","14,418,170","10,871,495","15,234,252","22,498,716","22,105,936","24,018,188","14,361,380","36,544,552","17,422,772","15,877,116","17,911,844","17,879,264","8,516,146","15,834,721","7,955,909","20,174,868","11,356,420","31,406,964","25,890,670","16,354,551","22,908,112","18,035,076","32,646,006"
imidazole lactate,Method 1,14403-45-3,440129,389128,C05568,HMDB02320,"883,889","1,226,383","2,907,617","1,231,947","2,145,855","729,310","1,318,615","1,037,882","690,217","2,045,606","1,736,090","452,021","686,590","238,327","1,063,755","577,934","1,037,882","1,683,248","840,783","675,334","670,471","623,156","320,600","413,060"
imidazole propionate,Method 1,1074-59-5,70630,63798,,HMDB02271,,"1,260,429","2,482,702","818,270","916,596","710,948","1,096,676","655,048","727,817","3,266,839","1,066,670","346,370","387,106","127,572","2,996,534","298,121","719,641","2,557,665","1,202,214","562,198","857,723","1,178,867","695,505","790,127"
indolelactate,Method 3,832-97-3,92904,83867,C02043,HMDB00671,"67,436","564,082","189,027","192,158","144,346","129,413","92,665","53,692","99,663","181,174","185,896","31,478","283,580",,"136,055","109,474","176,813","251,441","270,693","126,270","71,145","37,917","77,497","62,126"
indolepropionate,Method 1,830-96-6,3744,3613,,HMDB02302,,,,,,,,,,,,,,,,,,,,,,,,
inosine,Method 3,58-63-9,6021,21241953,C00294,HMDB00195,"123,241,912","156,285,504","121,079,472","183,926,016","212,915,040","182,185,376","226,062,896","147,127,808","248,994,448","175,357,904","146,783,920","163,696,800","180,335,152","109,098,440","151,079,440","109,860,448","175,454,064","130,465,304","273,711,264","206,779,712","164,576,288","180,145,152","166,563,680","256,843,424"
inosine 5'-monophosphate (IMP),Method 1,4691-65-0,8582,5482599,C00130,HMDB00175,"4,164,024","7,499,510","11,352,710","6,901,703","10,438,009","10,737,272","3,070,068","6,116,946","421,351","7,425,212","9,607,994","9,827,964","4,533,818","4,647,461","10,885,032","4,791,595","5,779,821","9,319,822","7,126,165","11,313,629","7,952,245","6,011,824","7,892,234","9,859,156"
inositol 1-phosphate (I1P),Method 4,573-35-3;106032-59-1,440194,17215924,C04006,HMDB00213,"195,058","244,667","437,478","359,566","331,908","486,062","427,240","283,850","369,072","273,762","400,103","258,503","206,677","79,379","337,315","114,411","239,193","141,435","504,391","279,653","337,858","364,537","280,753","590,960"
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate",Method 3,,,,,,"2,458,817","4,033,953","3,235,311","3,625,262","2,809,648","3,932,093","5,322,095","4,434,019","4,693,710","5,753,210","4,066,208","2,750,149","1,300,771",,"2,766,713","2,512,190","3,052,113","2,435,139","5,665,696","2,728,617","3,633,251","2,863,600","3,686,795","4,504,804"
isobutyrylcarnitine,Method 1,25518-49-4,168379,,,HMDB00736,"25,367,786","45,466,260","24,182,940","26,610,592","33,645,820","51,225,808","37,659,836","38,653,436","32,657,284","53,651,848","47,288,980","41,897,096","73,657,240","44,177,200","60,828,272","57,378,196","95,523,416","62,798,932","138,587,968","108,234,304","95,761,520","84,456,720","97,401,104","156,060,720"
isobutyrylglycine,Method 1,15926-18-8,10855600,9030891,,HMDB00730,,"481,685",,"518,121","700,739","532,172","735,336",,,"409,218","453,813","424,015","271,569","559,692",,"419,776","481,839","755,589","534,213",,,"436,454","559,692","209,992"
isocitrate,Method 4,20226-99-7,1198,1161,C00311,HMDB00193,"42,925,320","107,088,336","63,917,808","34,503,100","74,664,664","76,243,152","50,481,596","51,914,424","62,706,068","34,911,256","65,580,492","74,477,000","427,877,216","870,691,072","723,377,344","718,086,208","83,424,792","632,673,984","205,437,552","463,684,896","658,709,632","68,632,488","420,751,424","272,681,568"
isoleucine,Method 1,73-32-5,6306,769,C00407,HMDB00172,"100,793,152","134,433,504","86,411,888","124,079,440","121,578,192","152,170,880","180,069,520","149,264,688","150,920,080","130,741,488","132,736,128","102,250,592","232,318,672","150,139,408","220,275,168","158,495,968","263,532,224","197,079,184","396,123,968","537,762,560","259,813,904","286,552,224","242,592,656","332,408,000"
isoleucylglycine,Method 1,868-28-0,342532,303621,,,"203,595","296,740","154,456","257,807","319,827","303,729","379,817","360,605","542,365","377,736","250,992","444,034","1,664,744","816,605","2,002,586","805,789","1,050,187","1,195,868","2,071,130","2,812,511","2,071,513","1,193,912","1,416,607","1,934,035"
isovalerylcarnitine,Method 1,31023-24-2,6426851,4932271,,HMDB00688,"8,902,199","18,475,232","10,603,925","10,412,605","9,643,522","29,196,172","15,814,075","26,750,786","15,958,009","20,703,836","16,387,856","18,708,740","22,895,530","19,180,114","23,873,014","26,241,448","34,524,432","22,811,974","33,073,804","56,250,004","39,505,876","25,758,550","28,995,540","59,251,052"
isovalerylglycine,Method 3,16284-60-9,546304,475516,,HMDB00678,"182,010","2,737,317","697,426","442,116","674,612","263,958",,"127,589","129,104","145,897","700,916",,"910,657","182,903","811,493","233,093","679,517","4,071,722","1,028,364","283,782","194,879","195,604",,"143,619"
kynurenate,Method 3,492-27-3,3845,3712,C01717,HMDB00715,,"568,719","172,564","59,252",,"46,069",,,,,"60,279",,,,"176,950",,"73,305","424,786","105,613","71,873",,,,
kynurenine,Method 1,2922-83-0,161166,141580,C00328,HMDB00684,"436,654","518,031","1,142,750","1,823,203","695,559","1,139,535","715,553","389,198","1,045,863","1,007,204","1,063,408","748,464","10,156,396","5,474,746","12,096,188","9,105,245","4,228,577","8,620,305","4,110,188","16,011,556","9,546,679","5,412,183","7,401,890","5,832,416"
lactate,Method 3,79-33-4,612,592,C00186,HMDB00190,"110,544,088","146,530,752","132,465,640","114,006,448","190,180,080","220,411,568","256,309,312","157,312,768","207,729,568","217,451,440","229,031,552","211,400,448","147,688,480","101,174,232","130,493,976","100,320,408","170,623,392","135,115,920","292,001,056","230,967,184","138,680,672","172,322,176","159,713,024","250,409,728"
laurylcarnitine,Method 1,25518-54-1,10427569,8602997,,HMDB02250,"454,310","816,478","773,983","562,856","413,534","1,502,832","346,130","817,068","729,410","3,283,808","1,129,245","666,678","631,891","986,389","611,617","538,270","925,628","809,506","771,040","487,525","1,489,563","444,850","605,878","481,546"
leucine,Method 1,61-90-5,6106,5880,C00123,HMDB00687,"199,306,080","257,715,264","185,513,440","222,796,560","223,593,632","298,684,224","306,892,128","274,492,096","256,212,048","247,946,608","251,498,224","218,171,072","429,916,320","282,747,712","418,162,720","274,163,648","471,884,000","372,897,504","706,081,600","897,153,152","494,207,584","495,572,128","430,071,136","638,105,472"
leucylglutamine*,Method 1,,4305457,3511125,,,,"237,363",,,"168,995",,"152,476","359,148","604,393","422,965","145,398","354,090","1,225,693","693,801","1,564,431","592,979","447,633","591,614","1,341,540","898,532","1,340,940","384,632","716,913","540,929"
leucylglycine,Method 1,686-50-0,79070,71402,,,,"395,843","101,471","220,246","277,230","194,096","251,583","531,191","807,741","657,979","111,884","453,414","1,274,357","988,705","1,807,066","715,104","493,444","657,979","1,478,193","1,108,854","1,318,832","346,320","746,520","539,272"
Lewis X trisaccharide,Method 1,71208-06-5,4571095,3764047,,HMDB06568,,,,,,,,,,,,,"272,853","1,007,283","1,131,745","960,055","467,046","2,200,513",,"668,229","214,522","859,507","1,754,628","223,276"
linoleamide (18:2n6),Method 3,07/01/3999,6435901,4940587,,,,"5,306,878","10,388,398","24,276,784",,"10,876,377",,"45,651,268","72,030,328",,,"57,537,808",,"35,069,924","30,863,276",,,"5,498,340",,"3,000,899","22,921,808",,,"80,952,752"
linoleate (18:2n6),Method 3,60-33-3,5280450,4444105,C01595,HMDB00673,"28,304,140","21,401,832","30,755,994","69,646,192","79,798,752","42,886,372","65,406,124","56,483,932","143,583,536","107,537,104","83,543,512","41,839,004","367,539,808","98,854,536","198,243,408","127,344,792","117,027,200","65,127,416","336,877,184","209,258,240","400,253,504","105,115,144","322,547,104","307,137,152"
linolenate [alpha or gamma; (18:3n3 or 6)],Method 3,,5280934,4444437,C06426,HMDB03073,"2,724,458","2,131,248","2,185,456","5,405,413","3,906,001","5,797,641","2,842,297","2,321,614","4,776,260","4,393,673","2,960,686","1,908,117","17,150,984","5,114,782","7,750,682","6,858,994","6,610,869","3,161,412","12,974,370","6,848,232","7,890,134","4,109,625","6,762,378","8,626,313"
linoleoylcarnitine*,Method 1,36816-10-1,6450015,4952667,,HMDB06469,"783,978","1,430,481","1,192,451","1,348,305","836,733","3,835,278",,"2,638,776","3,476,459","23,569,484","6,855,482","630,814","1,469,337",,"2,597,334","459,924","3,472,708","2,153,624","4,862,751","1,905,593","13,469,081","1,864,597","2,813,967","1,195,773"
lysine,Method 1,56-87-1,5962,5747,C00047,HMDB00182,"39,919,272","44,978,256","41,330,748","39,440,944","47,987,236","38,946,452","32,127,036","36,494,288","39,440,328","52,478,720","44,803,900","38,102,988","55,370,180","23,764,342","47,567,776","38,019,516","61,123,788","44,397,172","65,756,204","79,010,664","57,969,368","65,903,684","53,930,728","58,524,604"
malate,Method 3,6915-15-7,525,510,C00149,HMDB00156,"110,218,816","200,058,384","152,603,072","158,765,600","168,542,176","205,812,080","183,230,208","172,235,328","199,325,984","189,469,904","189,840,768","166,228,576","163,134,512","93,364,984","153,772,832","82,164,768","193,364,768","134,070,736","295,090,336","261,449,744","185,051,360","207,934,992","148,522,112","287,295,840"
malonate,Method 4,141-82-2;26522-22-85-0,867,844,C00383,HMDB00691,"29,283,786","27,532,270","22,287,568","22,410,560","26,759,060","29,337,614","29,463,008","26,546,834","25,997,858","22,324,598","22,654,238","27,906,904",,"30,279,778","24,567,976","32,648,964","19,859,588","23,935,966","26,535,572","24,056,526","31,445,638","24,019,368","26,130,630","18,462,320"
malonylcarnitine,Method 1,853728-01-5,22833583,21403153,,HMDB02095,"517,347","1,366,613","1,166,429","859,999","1,353,925","1,663,837","1,990,990","1,362,751","1,321,401","2,215,617","1,631,542","1,629,936","1,471,471","797,412","862,884","1,350,129","679,634","1,552,160","1,442,636","1,456,764","1,157,178","748,907","1,921,091","2,715,200"
maltotriose,Method 3,1109-28-0,439586,388669,C01835,HMDB01262,"101,063","73,387","104,520",,,"172,212","246,852","126,438","302,593",,"129,569",,"380,697",,,,,,,"247,867","106,052",,"48,026",
mannitol/sorbitol,Method 4,,5780,440,C01507,HMDB00247,"2,852,872","2,887,373","3,411,460","7,814,746","3,089,821","3,331,521","3,714,494","4,125,593","2,009,426","3,249,680","3,736,770","1,897,654","2,241,590","1,538,009","2,559,922","2,277,191","2,289,093","2,687,948","8,987,005","3,887,898","2,411,101","2,843,950","2,566,773","8,789,627"
mannose,Method 4,3458-28-4,18950,141983,C00159,HMDB00169,,"89,089",,"246,116","203,672","170,525","313,563",,"125,012","112,002","211,645",,"117,812",,"409,156",,,"137,557","278,320","208,131","113,819","70,893",,"461,331"
methionine,Method 1,63-68-3,6137,5907,C00073,HMDB00696,"69,978,640","84,736,144","64,464,828","70,036,304","82,317,760","67,259,552","74,297,600","72,241,960","72,975,632","96,539,840","88,185,520","66,047,468","141,206,176","54,502,644","112,586,656","92,802,952","109,488,504","96,758,680","163,679,792","173,586,960","112,798,288","133,300,168","137,802,432","159,658,016"
methionine sulfoxide,Method 4,3226-65-1,158980,139840,C02989,HMDB02005,,,,,,,,,,,,,"33,576",,"71,334",,,"52,858","44,024","97,256",,,,
methyl glucopyranoside (alpha + beta),Method 1,,,,,,"3,689,760","10,768,718","2,843,101","6,963,897","6,444,131","6,858,792","4,090,392","13,380,088","13,821,520","16,070,618","4,300,045","12,350,422","9,600,693","2,239,664","7,948,425","7,424,861","9,058,219","3,895,464","11,922,774","8,490,005","8,788,968","6,503,712","7,432,112","5,328,563"
methylmalonate (MMA),Method 4,516-05-2,487,473,C02170,HMDB00202,"551,493","1,429,818","929,188","899,940","1,452,033","1,021,219","1,832,665","1,132,569","1,535,581","1,363,133","1,562,509","1,129,463","563,631","410,738","643,040","259,346","601,314","749,307","1,094,154","688,882","696,363","766,496","594,652","871,383"
methylphosphate,Method 3,7023-27-0,13130,12578,,HMDB61711,"37,080,228","27,944,272","38,358,492","39,382,200","47,213,140","45,949,216","42,267,676","32,266,816","35,447,804","33,324,274","44,315,564","33,514,178","37,503,988","23,504,412","28,271,058","22,318,432","41,476,436","26,388,872","45,122,596","39,829,208","29,206,040","39,974,164","30,645,960","47,656,896"
methylsuccinate,Method 4,498-21-5,10349,9922,,HMDB01844,"182,256","217,118","348,748","213,392","210,071","264,418","166,551","216,641","184,561","156,480","186,545","212,597","233,438","175,845","196,519","244,580","194,004","397,053","324,261","297,581","237,411","163,331","171,361","239,275"
myo-inositol,Method 4,87-89-8,892,10239179,C00137,HMDB00211,"14,851,253","17,132,222","19,548,040","17,107,024","17,817,964","21,435,380","16,962,700","16,356,684","13,591,509","19,431,870","24,238,066","18,442,822","22,200,486","34,175,416","24,024,860","34,577,784","23,573,828","29,223,236","37,042,892","27,118,312","26,297,772","17,409,824","30,650,928","30,049,686"
myristoleoylcarnitine*,Method 1,889848-55-9,,,,,"498,360","1,219,831","685,293","1,065,217","864,694","2,301,657","554,527","1,451,439","1,269,012","7,931,378","2,408,974","588,459","1,020,662","1,132,873","1,204,760","588,332","2,034,459","1,529,031","1,251,168","644,947","4,090,768","800,237","1,259,260","856,348"
myristoylcarnitine,Method 1,18822-89-4,53477791,4932274,,HMDB05066,"808,551","2,253,136","1,400,074","1,605,181","1,182,789","4,790,925","441,122","2,212,229","3,482,740","15,207,772","4,069,411","716,703","1,522,910","186,341","2,882,801","802,983","3,520,333","1,469,130","3,624,573","1,180,585","8,398,553","1,297,236","2,373,849","840,539"
N-6-trimethyllysine,Method 1,23284-33-5,440120,140379,C03793,HMDB01325,"7,379,322","5,461,072","6,677,786","8,023,647","8,004,573","6,046,799","7,341,267","6,186,728","5,783,246","9,272,198","6,409,046","6,341,431","9,513,292","4,199,699","6,252,860","4,774,076","18,013,182","9,288,530","11,973,790","19,565,784","8,600,931","15,282,071","10,283,977","12,362,338"
N-acetyl-1-methylhistidine*,Method 1,,,,,,,"1,083,167","1,323,154","445,361",,,,,"323,030","245,780","362,383",,"408,067","291,925","417,552",,,"5,101,633","884,695","486,158","269,905",,,"428,811"
N-acetyl-3-methylhistidine*,Method 1,37841-04-6,193270,19993498,,,,"579,259","636,922",,"293,527",,,"176,819",,"262,600","325,993",,,,"289,014",,"370,428","2,183,350","492,545",,,,,"316,586"
N-acetyl-aspartyl-glutamate (NAAG),Method 1,3106-85-2,5255,5065,C12270,HMDB01067,"121,827",,"255,825","179,543","170,685","118,803","184,608","245,116",,"205,324","314,096",,"291,368","188,191","218,821","247,203","256,045","237,460","429,735","371,217","205,679","211,694","408,703","369,290"
N-acetyl-beta-alanine,Method 1,3025-95-4,76406,68881,C01073,,"847,801","729,963","1,184,609","822,747","1,124,718","1,045,857","1,279,144","2,044,349","989,440","1,453,633","908,024","921,403","2,576,780","1,683,458","2,011,323","1,624,708","2,325,652","1,918,912","3,519,958","3,428,189","2,135,869","1,824,821","2,275,753","4,273,575"
N-acetyl-beta-glucosaminylamine,Method 3,4229-38-3,439454,388560,C01239,HMDB01104,,,,,,,,"32,189","39,341",,,"17,551","124,859",,"132,003",,"93,793",,"230,541","165,511","196,694",,"162,977",
N-acetyl-cadaverine,Method 1,32343-73-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-acetyl-glucosamine 1-phosphate,Method 4,31281-59-1,440364,389323,C04256,HMDB01367,"182,928","273,394","224,225","230,835","428,241","328,599","339,005","175,625","690,829","192,087","255,552","294,525","308,090","183,860","206,791","140,324","143,257","153,457","261,012","370,414","212,146","174,948","168,045","358,602"
N-acetylalanine,Method 1,97-69-8,88064,79449,C02847,HMDB00766,"1,237,206","1,759,501","999,911","1,354,528","2,007,682","1,530,120","2,015,366","1,712,739","2,626,548","1,740,997","1,779,823","1,455,141","3,826,040","1,714,893","2,615,005","2,334,395","3,482,652","2,065,468","5,359,805","4,431,636","3,363,317","3,798,817","3,937,780","4,587,565"
N-acetylaspartate (NAA),Method 3,997-55-7;997-55-7,65065,58576,C01042,HMDB00812,"767,460","980,782","1,219,168","1,284,565","1,290,918","814,639","910,175","956,997","716,590","1,277,990","1,555,418","610,183","653,425","873,848","917,470","402,173","1,514,166","1,194,296","1,950,140","1,142,815","752,974","1,470,507","1,646,089","1,416,577"
N-acetylcysteine,Method 1,616-91-1,12035,11540,C06809,HMDB01890,"373,337","1,067,575","638,095","634,846","1,066,259","677,455","556,547","263,002","456,202","403,136","1,033,950","343,523","1,161,889","174,558","551,273","692,302","902,396","2,088,904","1,352,059","1,236,913","673,548","822,017","1,218,222","1,653,011"
N-acetylglucosamine 6-phosphate,Method 4,102029-88-9,439219,8216065,C00357,HMDB02817,"101,712","202,432","150,744","184,248","273,481","182,649","233,811","153,220","431,906","197,913","198,660","156,676","249,149","93,215","230,999","128,003","196,918","219,727","324,984","484,100","270,726","225,799","273,453","430,420"
N-acetylglucosamine/N-acetylgalactosamine,Method 4,,,,,,"2,044,947","1,605,419","880,723","2,204,029","1,825,395","3,787,637","4,490,739","3,527,937","2,554,838","3,016,622","1,823,787","2,222,909","13,298,161","27,302,616","13,069,956","22,907,080","3,547,869","14,974,081","4,910,974","9,822,470","12,829,491","2,705,651","12,666,004","6,410,611"
N-acetylglutamate,Method 1,03/08/5817,70914,1266066,C00624,HMDB01138,,"309,279","279,020",,"165,859",,"85,647","191,282",,"165,206","279,376",,"573,687","477,270","593,707","612,710","620,951","909,751","1,115,981","924,982","634,019","480,125","792,738","811,951"
N-acetylglutamine,Method 1,2490-97-3,182230,158492,C02716,HMDB06029,,"749,870","653,056",,"606,813","143,756","103,506","294,300","110,492","132,001","556,742","74,516","107,991",,"268,621",,"255,243","2,285,444","375,593","284,263",,,,"100,757"
N-acetylhistidine,Method 1,39145-52-3,75619,68142,C02997,HMDB32055,,"1,129,419","4,042,555","1,900,290","1,254,859","150,320","278,120","255,449","231,495","744,290","2,705,030","156,420","457,649","98,584","752,271","462,562","810,437","5,435,194","751,629","338,572","265,149","437,119","306,331","185,925"
N-acetylmethionine,Method 3,65-82-7,448580,395338,C02712,HMDB11745,"149,771","264,192","187,972","270,332","405,657","158,869","297,913","146,821","460,601","220,457","187,913","150,491","734,826","178,945","410,421","331,140","552,533","279,923","823,625","583,222","482,008","461,461","564,167","660,831"
N-acetylneuraminate,Method 4,131-48-6,439197,10292217,C00270,HMDB00230,"632,181","1,685,025","1,155,813","1,003,837","1,761,455","1,483,165","1,471,977","1,166,746","1,096,009","1,214,565","1,744,707","1,469,713","443,227","219,381","495,500","391,516","380,729","523,467","765,607","802,795","544,302","459,321","651,517","629,299"
N-acetylphenylalanine,Method 3,2018-61-3,74839,67404,C03519,HMDB00512,,"222,592",,"100,361",,"92,075","240,239","60,571","210,785","104,530",,"143,704","200,565","146,242","138,561","338,000","129,453","149,370","276,582","149,021","185,027","201,380","258,722","413,977"
N-acetylputrescine,Method 1,18233-70-0,122356,109095,C02714,HMDB02064,"186,318","715,858","1,118,047","466,073","574,662","327,226","319,870","314,311","283,469","358,630","511,120","219,719","470,035","222,645","388,729","281,607","319,280","2,301,209","325,902","593,857","333,172","259,786","254,203","303,001"
N-acetylserine,Method 4,97-14-3,65249,58744,,HMDB02931,"188,794","251,571","219,417","195,228","307,173","287,451","300,695","326,922","270,054","363,570","253,649","245,979","790,165","360,744","797,729","537,197","783,359","547,696","973,070","1,239,154","740,163","839,883","870,398","1,280,761"
N-acetyltaurine,Method 3,,159864,140553,,,"821,238","1,236,088","1,265,226","1,471,559","1,001,544","1,063,635","1,208,114","1,850,909","1,656,027","2,280,859","1,188,347","691,696","1,204,208","472,051","808,818","866,514","1,677,286","1,562,696","3,116,452","886,548","605,197","929,238","1,030,721","728,228"
N-acetylthreonine,Method 3,17093-74-2,152204,3841173,C01118,,"215,080","235,275","249,172","228,419","176,334","276,694","246,227","238,994","198,516","283,986",,"144,025","429,013","360,556","406,452","397,699","465,038","417,100","784,768","459,324","398,433","446,137","447,983","436,642"
N-acetyltyrosine,Method 3,537-55-3,68310,61606,,HMDB00866,,"35,199","40,812",,,"47,285","40,011","31,274",,"66,046","41,489","67,316","94,214","50,206","69,243","76,790","69,243","73,025","106,716","89,824","115,401","57,279","101,741","100,989"
N-carbamoylaspartate,Method 4,923-37-5,93072,4573859,C00438,HMDB00828,"223,181","4,436,527","1,932,172","139,823","215,525","576,142","255,511","329,473","52,941","315,918","562,350","60,985",,,,,,,,,,,,
N-delta-acetylornithine,Method 1,,9920500,8096135,,,,,,,,"450,874","351,701","318,127","162,127","531,522",,"146,459","196,761",,,,"222,264",,"674,345","497,431","201,096","110,409","144,187","571,569"
N-formylmethionine,Method 3,4289-98-9,439750,388809,C03145,HMDB01015,"251,132","565,763","366,006","273,270","305,935","97,750","32,538","27,878","52,773","135,764","299,695","83,856","850,378","129,068","324,155","186,106","184,011","649,886","270,896","98,094","118,249","64,048","129,660","124,336"
N-glycolylneuraminate,Method 4,1113-83-3,123802,3794850,C03410,HMDB00833,"297,159","763,217","554,981","514,786","730,157","634,213","596,111","536,532","438,101","611,078","757,491","658,369","436,291","286,775","622,633","558,918","395,901","532,001","752,773","806,241","640,782","472,516","592,108","648,237"
N-palmitoyltaurine,Method 3,83982-06-3,,14435932,,,,,,"212,001","204,860","274,925","155,155","275,644","431,210","624,182","148,505","137,518","438,583","74,720","205,799",,"153,919",,,"72,890","329,786",,"570,916","261,714"
N-stearoyltaurine,Method 3,63155-80-6,168274,147194,,,,,,,,,,"177,986","167,309","156,117",,,,,"104,476",,,,,"141,070","369,718",,"292,556","397,668"
N1-Methyl-2-pyridone-5-carboxamide,Method 3,701-44-0,69698,62899,C05842,HMDB04193,"118,958","187,182","119,825","215,301","153,603","354,291","417,942","435,909","250,044","245,909","166,553","144,316","218,537","146,436","197,364","267,276","209,630","520,331","440,148","759,814","206,657","216,504","169,519","309,267"
N1-methyladenosine,Method 1,15763-06-1,27476,4573813,C02494,HMDB03331,"3,275,637","5,890,445","5,211,607","5,500,425","5,590,509","2,812,123","2,533,791","4,604,593","2,742,878","3,724,324","4,871,149","1,973,678","4,886,268","3,175,779","6,762,681","2,839,185","13,345,332","9,381,038","17,498,004","12,066,029","4,978,837","12,051,780","6,419,821","6,451,643"
N1-methylguanosine,Method 1,2140-65-0,96373,86996,,HMDB01563,"243,767","1,309,666","604,215","499,799","678,836","517,593","523,196","327,780","450,110","433,758","649,946","361,416","2,216,021","759,765","1,160,746","1,481,366","1,790,718","2,983,975","2,423,636","2,493,144","1,675,839","1,531,884","2,168,057","1,703,278"
"N2,N2-dimethylguanosine",Method 1,2140-67-2,92919,83878,,HMDB04824,,"329,203",,,"88,493",,,,,,"92,523",,"526,261","339,646","450,196","460,796","428,691","753,172","547,683","969,266","818,842","375,054","544,722","801,670"
