,molecular_weight
C17651,424.282489
C17654,408.287574
C17657,408.287574
C17667,408.287574
C17668,408.287574
C17675,450.116212
C17701,455.211509
C17702,482.258793
C17703,496.274444
C17704,481.274778
C17705,495.290428
C17706,463.300599
C17708,405.258734
C17719,416.11392
C17726,408.287574
C17727,408.287574
C17728,423.215806
C17731,495.147841
C17733,464.350175
C17735,464.350175
C17737,408.287574
C17762,462.116212
C17763,464.095476
C17764,486.334525
C17778,418.126382
C17809,418.126382
C17820,418.199153
C17835,446.121297
C17841,488.350175
C17842,486.334525
C17845,400.152203
C17847,416.219889
C17849,404.183503
C17852,418.199153
C17858,448.230847
C17859,450.246497
C17860,400.246104
C17864,416.241018
C17867,418.141638
C17868,438.167853
C17869,436.152203
C17877,456.008744
C17880,480.106242
C17881,431.339944
C17890,488.350175
C17891,430.30831
C17901,426.386166
C17940,450.199184
C17945,431.013096
C17960,464.214834
C17961,464.214834
C17966,426.386166
C17979,432.269633
C17980,432.269633
C17987,417.258734
C17988,432.269633
C17989,416.274718
C17992,417.258734
C17993,416.274718
C17995,403.279469
C17996,431.274384
C17999,485.222074
C18002,455.211509
C18013,410.027397
C18014,410.027397
C18043,466.311681
C18050,422.082542
C18053,424.188589
C18103,421.779623
C18111,405.784709
C18112,405.784709
C18113,439.745736
C18127,454.210387
C18128,414.194343
C18142,499.937494
C18145,439.7588
C18146,419.777036
C18147,419.128821
C18180,455.740651
C18193,412.370516
C18204,481.715215
C18205,481.715215
C18213,488.244185
C18214,490.259835
C18217,448.282489
C18231,432.32396
C18296,458.13253
C18297,460.103729
C18298,476.098643
C18299,432.072429
C18359,446.121297
C18361,497.199585
C18375,406.154702
C18376,434.12131
C18389,426.128782
C18409,481.084764
C18412,408.192085
C18429,487.117312
C18430,488.036239
C18438,424.102584
C18439,421.105604
C18441,407.051124
C18442,434.041145
C18443,412.035666
C18444,414.095768
C18446,469.688527
C18453,453.102233
C18454,480.970793
C18455,405.969538
C18459,405.064697
C18468,409.99265
C18481,483.06358
C18484,488.967989
C18516,412.121019
C18517,447.165743
C18521,413.945567
C18522,411.123736
C18536,446.041328
C18543,460.072544
C18553,410.105165
C18554,412.020447
C18555,430.085098
C18556,402.053798
C18558,403.116821
C18562,408.129692
C18563,431.035341
C18578,463.951379
C18580,492.995412
C18581,464.957636
C18595,426.140256
C18632,414.095082
C18680,419.136887
C18681,472.173332
C18683,452.147118
C18715,415.074199
C18728,410.032876
C18732,419.001964
C18736,437.990019
C18740,496.934865
C18764,428.1139
C18778,468.142032
C18809,465.989723
C18818,413.100519
C18821,404.986544
C18826,401.054261
C18831,400.905915
C18849,421.045246
C18851,418.017084
C18855,488.046373
C18861,459.981617
C18867,417.00653
C18875,492.01231
C18883,454.020632
C18886,443.124799
C18901,492.103888
C18926,413.914906
C18944,472.094036
C18948,442.283158
C18960,407.777036
C19002,411.83535
C19003,425.864869
C19041,416.053036
C19069,458.87016
C19243,431.194402
C19293,494.019432
C19294,480.003782
C19370,452.040264
C19372,451.972481
C19432,452.143963
C19480,470.129845
C19510,480.003782
C19517,478.202321
C19531,451.972481
C19601,400.092042
C19644,416.401816
C19648,416.329045
C19649,416.329045
C19650,416.329045
C19651,402.386166
C19652,400.370516
C19654,414.386166
C19655,426.386166
C19656,476.38656
C19657,426.386166
C19662,400.334131
C19666,400.406902
C19667,400.406902
C19668,412.406902
C19698,453.028311
C19703,444.14138
C19728,416.307916
C19732,442.381081
C19733,442.381081
C19761,463.109091
C19797,400.313001
C19798,428.27153
C19801,426.386166
C19805,405.345424
C19815,450.193627
C19819,426.386166
C19820,426.386166
C19828,444.396731
C19829,444.396731
C19832,426.386166
C19833,426.386166
C19834,410.391252
C19835,426.386166
C19836,450.193627
C19839,416.307916
C19840,406.359951
C19841,404.344301
C19863,444.396731
C19867,490.220283
C19873,480.345089
C19874,496.340004
C19892,482.354866
C19900,428.29266
C19913,426.240935
C19914,401.277738
C19918,426.386166
C19942,442.381081
C19943,440.365431
C19952,424.209718
C19953,477.251523
C19954,479.267173
C19966,488.17412
C19988,404.219889
C19990,499.278132
C19992,452.241018
C19999,415.116169
C20016,490.293054
C20020,475.042746
C20032,417.251523
C20035,416.219889
C20036,400.224974
C20046,412.115818
C20052,435.32094
C20132,441.178752
C20134,477.191815
C20135,491.207466
C20143,400.334131
C20166,415.178358
C20167,429.194008
C20176,443.024329
C20183,458.047804
C20187,426.386166
C20188,426.386166
C20189,426.386166
C20191,426.386166
C20192,426.386166
C20193,426.386166
C20194,426.386166
C20195,426.386166
C20196,432.178418
C20200,426.386166
C20206,460.209718
C20237,422.082542
C20270,468.204191
C20276,476.438202
C20297,415.163102
C20299,415.163102
C20340,442.293054
C20346,466.98338
C20349,476.956497
C20355,470.360739
C20365,422.412381
C20383,496.158076
C20411,424.406902
C20412,438.422552
C20422,467.938881
C20432,410.391252
C20433,424.406902
C20434,424.406902
C20435,438.422552
C20439,419.089954
C20475,494.448766
C20505,400.079432
C20506,402.095082
C20509,482.222408
C20510,456.360345
C20511,454.344695
C20526,405.303165
C20527,405.303165
C20528,421.261694
C20529,421.29808
C20530,421.29808
C20531,419.246044
C20534,405.266779
C20535,421.261694
C20536,437.292994
C20542,437.256609
C20543,453.251523
C20553,417.230394
C20554,433.225308
C20558,421.261694
C20562,482.131498
C20571,414.137341
C20586,451.272259
C20587,435.277344
C20591,444.287574
C20593,437.256609
C20605,411.179421
C20614,485.222074
C20630,479.242021
C20641,492.100592
C20656,444.115848
C20715,460.391646
C20716,476.38656
C20727,418.089997
C20738,410.318481
C20741,485.298867
C20773,413.133533
C20776,433.133259
C20799,417.063071
C20806,466.344695
C20813,457.188271
C20815,408.029722
C20839,414.313395
C20866,408.287574
C20868,408.287574
C20884,483.079128
C20894,432.302831
C20928,410.110749
C20945,442.381081
C20946,440.365431
C20952,455.19038
C20985,422.073026
C20995,462.165859
C21017,483.086833
C21076,414.313395
C21077,414.313395
C21084,438.349781
C21094,494.995745
C21106,400.370516
C21116,426.386166
C21127,440.184841
C21128,438.169191
C21130,422.266839
C21147,406.142976
C21148,422.13789
C21169,437.231456
C21176,452.211843
C21185,400.115818
C21211,401.108697
C21219,415.124347
C21251,483.206424
C21252,482.222408
C21253,485.222074
C21254,484.238058
C21265,453.195859
C21266,454.227493
C21267,480.243143
C21268,494.258793
C21269,495.290428
C21270,463.300599
C21280,467.093325
C21303,400.334131
C21337,423.026885
C21391,460.14818
C21436,412.127051
C21438,476.143095
C21439,494.109208
C21460,496.110763
C21479,440.1139
C21484,481.316839
C21497,467.084214
C21515,402.215472
C21516,426.206719
C21540,410.184172
C21542,435.21746
C21543,446.206639
C21547,453.077675
C21548,479.079406
C21549,429.266779
C21551,429.237605
C21556,471.201888
C21558,473.181152
C21563,415.104935
C21575,424.199822
C21581,436.282489
C21584,452.267508
C21588,428.170927
C21589,444.165842
C21590,443.158017
C21591,457.173667
C21598,472.253314
C21599,401.147452
C21600,401.147452
C21620,479.147469
C21622,440.13657
C21647,405.164833
C21654,450.193627
C21656,468.204191
C21658,468.204191
C21664,461.136904
C21717,408.375602
C21718,476.438202
C21727,450.193627
C21732,442.381081
C21733,442.381081
C21734,442.381081
C21735,450.193627
C21748,421.992775
C21750,405.99786
C21751,485.964191
C21766,414.292266
C21767,411.992584
C21768,430.28718
C21769,467.912282
C21770,460.26136
C21782,476.38656
C21784,450.193627
C21803,470.083879
C21804,486.078794
C21805,457.099864
C21820,442.381081
C21821,442.381081
C21841,440.365431
C21842,442.381081
C21847,478.256668
C21933,424.428031
C21950,414.349781
C21958,412.334131
C21962,416.365431
C21966,414.349781
C21968,430.132256
C22000,454.40221
C22004,446.321668
C22026,482.43351
C22031,402.034166
C22032,482.000496
C22046,489.199882
C22067,402.131468
C22075,448.144158
C22088,422.082542
C22102,480.122753
C22112,428.329045
C22113,442.381081
C22114,456.396731
C22115,454.381081
C22116,470.375995
C22117,428.365431
C22118,426.349781
C22119,442.344695
C22120,456.360345
C22121,424.370516
C22123,410.354866
C22147,445.175004
C22148,443.159354
C22149,443.159354
C22166,403.16444
C22167,419.159354
C22168,433.175004
C22169,405.18009
C22170,403.16444
C22171,419.19574
C22172,435.190654
C22175,440.401816
C22179,449.220223
C22193,408.133966
C22194,450.144531
C22216,431.049481
C22217,445.065132
C22222,415.116169
C22231,423.20055
C22233,467.084214
C22235,459.019244
C22238,472.099529
C00002,506.995745
C00029,566.05502
C00044,522.99066
C00052,566.05502
C00053,506.986229
C00081,507.979761
C00167,580.034285
C00190,536.044456
C00286,506.995745
C00301,559.071673
C00325,589.082238
C00413,581.26567
C00486,584.263485
C00492,504.169035
C00498,589.082238
C00500,582.247835
C00501,565.071005
C00563,543.198181
C00617,580.034285
C00688,546.065191
C00700,523.974675
C00713,504.169035
C00789,537.07609
C00842,564.075756
C00883,504.169035
C00927,500.154328
C00935,536.044456
C01009,550.060106
C01023,583.28132
C01079,568.304956
C01219,547.06044
C01222,587.066588
C01230,586.318827
C01284,579.89504
C01316,500.161722
C01348,507.979761
C01443,584.283277
C01555,539.280257
C01576,588.184291
C01593,506.215197
C01623,536.044456
C01661,543.174061
C01688,527.232638
C01788,533.081176
C01806,538.967816
C01835,504.169035
C01863,546.152597
C01882,559.071673
C01907,527.179146
C01925,527.232638
C01941,500.154328
C02074,512.215866
C02081,506.143764
C02094,536.438202
C02097,564.075756
C02160,504.169035
C02191,562.258006
C02199,550.060106
C02200,565.071005
C02330,580.034285
C02467,565.071005
C02509,515.045459
C02539,522.13553
C02588,524.459331
C02741,559.071673
C02744,541.292067
C02856,581.290822
C02879,564.163162
C02894,583.071921
C02977,589.082238
C03010,509.269692
C03028,505.011298
C03034,578.05502
C03117,589.082238
C03154,525.264607
C03183,573.279863
C03187,548.080841
C03281,564.204388
C03319,548.080841
C03367,504.169035
C03428,586.318827
C03442,548.080841
C03455,524.459331
C03470,530.226431
C03483,586.962076
C03516,584.227397
C03568,506.986229
C03598,533.081176
C03599,533.081176
C03614,587.946091
C03634,504.272318
C03642,563.258659
C03661,504.169035
C03673,595.011789
C03733,566.05502
C03755,567.286405
C03848,504.169035
C03855,548.40769
C03870,594.15847
C03888,571.071921
C03897,541.913096
C03898,541.913096
C03916,522.355965
C04024,594.15847
C04068,532.158076
C04069,532.158076
C04070,508.194462
C04089,548.044456
C04100,520.340315
C04103,518.381869
C04121,543.110154
C04193,532.158076
C04194,546.173726
C04199,594.15847
C04217,518.256227
C04265,580.345877
C04268,547.096826
C04275,592.179206
C04297,531.065525
C04346,547.096826
C04428,545.195584
C04536,598.243048
C04563,579.89504
C04579,579.89504
C04613,589.071005
C04630,590.102639
C04674,515.02509
C04847,545.195584
C04858,564.147906
C04859,592.361133
C04896,577.082238
C04916,577.082238
C04931,508.246789
C05122,515.291673
C05136,573.087324
C05148,592.324748
C05177,596.288637
C05200,562.40221
C05313,576.41786
C05344,587.066588
C05381,527.076662
C05386,589.082238
C05404,504.169035
C05413,544.500802
C05414,542.485152
C05421,544.500802
C05430,540.469502
C05431,538.453852
C05432,536.438202
C05433,536.438202
C05434,538.453852
C05435,536.438202
C05468,532.306989
C05554,564.227887
C05683,515.301189
C05696,554.93068
C05786,586.279135
C05789,596.357385
C05790,592.326085
C05791,590.310435
C05793,594.341735
C05794,590.310435
C05795,588.294785
C05800,502.417466
C05801,518.412381
C05802,532.428031
C05803,546.407296
C05804,560.422946
C05805,576.41786
C05912,586.279135
C05913,584.263485
C05921,573.140683
C05922,541.001224
C05923,513.00631
C06017,578.05502
C06018,589.10739
C06098,568.428031
C06148,513.00631
C06149,523.027045
C06192,589.082238
C06219,504.169035
C06450,539.19038
C06462,568.281837
C06500,521.011395
C06511,596.288637
C06512,582.272987
C06513,594.272987
C06514,594.272987
C06515,596.288637
C06541,578.262816
C06620,528.054626
C06622,530.070277
C06630,546.340398
C06683,554.046057
C06692,507.144886
C06694,516.345089
C06718,514.14686
C06776,535.111461
C06777,549.127111
C06778,551.106375
C06779,565.122025
C06780,565.122025
C06781,579.137675
C06820,585.285736
C06834,558.253
C06882,542.034824
C06884,519.099473
C06886,575.002143
C06889,546.099138
C06902,504.203196
C06940,560.353363
C06999,501.287909
C07016,563.301189
C07024,504.980095
C07027,509.142397
C07028,551.152962
C07029,565.168612
C07030,579.184262
C07032,513.233582
C07206,575.209006
C07221,539.114454
C07231,520.101247
C07257,567.313078
C07277,548.080841
C07304,523.205361
C07307,523.205361
C07361,539.145064
C07373,516.309572
C07389,594.182457
C07482,585.210442
C07544,581.263819
C07545,575.310769
C07551,572.455308
C07553,557.431833
C07556,529.400533
C07574,533.950403
C07596,584.93699
C07606,504.084517
C07608,536.38656
C07667,518.194068
C07710,514.236876
C07773,536.268482
C07798,583.279469
C07813,520.222781
C07817,520.141944
C07955,549.263683
C07956,591.310633
C08046,582.205437
C08064,594.15847
C08080,531.180395
C08086,505.224657
C08087,552.182474
C08102,512.054868
C08105,585.998713
C08107,510.105664
C08115,557.125019
C08123,501.133649
C08161,597.212945
C08175,516.130122
C08185,532.283632
C08217,570.800208
C08239,504.169035
C08243,504.169035
C08251,504.169035
C08307,550.301602
C08308,580.312166
C08428,528.017836
C08440,531.198866
C08484,530.469896
C08488,580.47029
C08540,550.143489
C08544,550.143489
C08551,550.143489
C08553,584.428819
C08579,584.422946
C08580,596.38656
C08583,564.396731
C08584,584.422946
C08586,536.438202
C08587,552.433116
C08590,552.433116
C08591,552.433116
C08592,550.417466
C08593,566.412381
C08594,584.422946
C08599,568.428031
C08601,568.428031
C08602,584.422946
C08603,552.433116
C08605,552.433116
C08610,562.381081
C08611,552.433116
C08613,534.422552
C08620,595.166295
C08649,596.17412
C08654,509.298867
C08658,541.303953
C08659,586.325416
C08677,599.309432
C08679,507.283217
C08694,584.309766
C08715,509.298867
C08725,595.166295
C08738,562.162768
C08745,538.111126
C08749,548.225762
C08754,520.194462
C08766,516.199547
C08767,532.230847
C08769,522.210112
C08773,514.220283
C08777,536.225762
C08780,596.298533
C08782,504.163162
C08785,554.251583
C08787,534.210112
C08793,574.314183
C08794,558.319268
C08795,560.334919
C08796,516.308704
C08797,556.303618
C08798,518.324354
C08799,534.319268
C08800,514.293054
C08801,532.303618
C08802,516.308704
C08803,518.324354
C08804,520.340004
C08805,560.334919
C08807,500.313789
C08810,516.272318
C08816,520.303618
C08843,550.277798
C08845,516.308704
C08847,566.272712
C08848,552.293448
C08849,574.277798
C08850,550.277798
C08851,552.293448
C08854,532.267233
C08855,532.267233
C08858,550.277798
C08859,548.298533
C08860,546.282883
C08863,534.319268
C08864,534.319268
C08865,562.241412
C08869,534.282883
C08870,560.225762
C08874,552.293448
C08875,564.293448
C08876,534.319268
C08877,536.298533
C08878,568.288362
C08883,530.251583
C08884,564.293448
C08885,592.361133
C08886,578.381869
C08893,580.361133
C08916,580.361133
C08928,580.173332
C08957,586.386954
C08995,556.136947
C09050,564.310041
C09065,562.350569
C09091,538.293054
C09100,584.315127
C09108,584.334919
C09113,556.246104
C09114,526.168641
C09132,524.225762
C09135,560.334919
C09143,512.277404
C09144,596.351512
C09162,561.295119
C09167,547.279469
C09185,532.303618
C09198,528.272318
C09201,598.256668
C09211,518.315795
C09247,532.138284
C09257,570.194856
C09296,548.262148
C09330,505.194796
C09332,574.213575
C09352,594.272987
C09415,594.272987
C09418,580.257337
C09464,565.215926
C09501,522.173726
C09533,518.215197
C09543,594.272987
C09551,516.199547
C09563,522.246497
C09616,596.17412
C09667,576.262422
C09669,562.246772
C09716,532.267233
C09732,596.17412
C09746,502.220283
C09758,542.121297
C09761,588.126776
C09763,590.106041
C09767,586.168641
C09789,580.179206
C09793,580.179206
C09794,540.184291
C09805,596.17412
C09808,518.178812
C09828,564.184291
C09829,506.194068
C09830,594.194856
C09916,554.287968
C09937,569.226096
C09941,518.303224
C09944,528.214803
C09948,502.30831
C09969,534.225368
C09973,528.163162
C09993,500.336256
C09994,568.304956
C09996,545.300205
C09997,573.331505
C09999,582.28422
C10000,552.273656
C10001,504.273656
C10002,568.304956
C10003,500.336256
C10005,534.320606
C10006,554.289306
C10007,593.300205
C10009,506.289306
C10012,552.331171
C10013,518.289306
C10016,597.352634
C10017,538.089997
C10018,538.089997
C10020,518.106041
C10026,580.14282
C10034,538.089997
C10048,566.121297
C10057,538.089997
C10085,544.246104
C10103,534.100955
C10109,580.14282
C10110,564.147906
C10170,592.377727
C10179,538.089997
C10181,564.147906
C10182,580.136947
C10195,594.15847
C10196,578.163556
C10209,546.152597
C10221,578.142426
C10228,562.147512
C10231,546.152597
C10234,528.142032
C10237,576.126776
C10238,578.142426
C10280,559.314517
C10307,580.179206
C10308,506.100168
C10309,534.152597
C10313,520.158076
C10392,520.079432
C10416,534.173726
C10445,516.126776
C10465,522.137341
C10468,516.126776
C10513,594.15847
C10548,540.163162
C10560,550.205027
C10562,504.32396
C10597,531.246832
C10721,516.178418
C10807,509.298867
C10817,525.293782
C10828,509.298867
C10845,542.314458
C10870,586.168641
C10876,578.199941
C10881,536.204633
C10885,518.178812
C10890,580.215591
C10985,502.973169
C10989,502.127105
C11141,594.272987
C11194,538.211361
C11199,514.109309
C11202,550.141672
C11203,515.079406
C11210,522.110372
C11212,509.144298
C11222,560.273381
C11225,574.289031
C11230,543.174061
C11239,514.115162
C11246,567.316923
C11253,532.072255
C11282,557.188604
C11289,528.166533
C11296,561.352634
C11299,525.2475
C11300,520.303618
C11301,512.268198
C11309,523.268236
C11318,513.258734
C11339,548.273381
C11374,500.169585
C11375,585.172049
C11376,568.16931
C11435,521.081176
C11447,589.143776
C11460,560.080841
C11461,561.112476
C11462,526.121328
C11471,537.105981
C11583,565.092976
C11597,535.196608
C11600,596.119088
C11603,575.181661
C11618,543.176373
C11629,511.223988
C11630,584.263485
C11639,598.18977
C11646,542.199941
C11647,528.184291
C11650,542.199941
C11655,582.15847
C11662,558.194856
C11664,540.184291
C11665,540.184291
C11666,556.215591
C11667,556.215591
C11668,556.179206
C11669,556.179206
C11684,573.225719
C11688,535.221954
C11700,544.230847
C11726,560.241993
C11728,504.146201
C11758,500.298533
C11815,505.194796
C11900,586.241412
C11903,538.392314
C11904,540.407964
C11907,546.065191
C11908,546.065191
C11909,530.070277
C11910,531.101911
C11911,559.133211
C11912,548.080841
C11915,544.085927
C11916,546.101577
C11919,559.133211
C11920,532.085927
C11921,546.101577
C11922,530.070277
C11923,532.085927
C11925,547.096826
C11926,546.065191
C11927,530.070277
C11928,530.070277
C11930,528.054626
C11931,528.054626
C11932,530.070277
C11933,575.128126
C11953,572.334919
C11954,586.314183
C11955,588.329833
C11961,554.324354
C11962,568.303618
C11963,570.319268
C11964,584.334919
C11969,586.350569
C11977,568.340004
C11978,582.319268
C11979,584.334919
C11980,598.350569
C11991,516.293448
C11992,530.309098
C11998,509.335253
C11999,525.330167
C12001,567.377118
C12002,597.351297
C12011,557.248563
C12012,585.279863
C12040,582.070616
C12048,508.064176
C12066,564.359693
C12082,502.153385
C12095,595.145166
C12099,546.236601
C12111,550.267902
C12116,518.15902
C12148,514.293054
C12154,507.265459
C12210,564.03937
C12211,565.071005
C12318,529.086261
C12319,543.101911
C12320,543.101911
C12321,545.117561
C12322,545.117561
C12384,544.158076
C12395,549.199882
C12405,566.215197
C12410,504.163162
C12426,557.189711
C12427,543.174061
C12429,513.199882
C12430,529.194796
C12431,515.179146
C12432,513.163496
C12433,529.194796
C12443,531.101911
C12444,546.101577
C12446,532.085927
C12447,516.091012
C12472,575.155824
C12473,589.171474
C12475,555.210446
C12476,569.226096
C12479,547.122694
C12481,562.096491
C12557,570.088879
C12625,532.121691
C12627,578.163556
C12628,578.163556
C12629,592.179206
C12630,594.15847
C12637,596.137735
C12638,550.09587
C12642,519.113866
C12643,535.10878
C12644,579.171381
C12661,554.244406
C12695,508.22726
C12712,516.133102
C12816,530.287968
C12896,562.31552
C12937,552.218945
C12961,598.164876
C12981,535.402545
C13016,509.985171
C13031,563.098319
C13050,541.061109
C13089,547.096217
C13141,567.145754
C13143,545.010955
C13425,546.407296
C13441,541.211027
C13480,519.173029
C13493,582.434298
C13505,554.0542
C13524,565.114176
C13547,516.253165
C13554,578.360739
C13620,539.75708
C13725,566.152123
C13740,505.016481
C13741,505.016481
C13742,522.972901
C13745,510.975651
C13750,538.304287
C13756,509.019106
C13765,555.196059
C13851,573.224178
C13861,594.522325
C13862,580.543061
C13864,550.496111
C13916,509.480795
C13931,565.358782
C13978,517.107434
C14034,517.163119
C14077,514.165443
C14125,563.223611
C14146,538.453852
C14164,556.748172
C14184,539.626233
C14511,512.241018
C14758,525.418195
C14817,547.089082
C14830,587.066588
C14855,575.172621
C14856,575.172621
C15096,534.263091
C15143,545.91888
C15207,528.166533
C15343,569.134508
C15359,512.05617
C15379,500.38656
C15516,515.291673
C15537,504.272318
C15553,508.247441
C15559,529.270938
C15579,548.189376
C15581,562.168641
C15622,502.322914
C15623,510.215472
C15624,580.109869
C15628,504.240577
C15631,581.194456
C15635,541.061441
C15641,596.056465
C15654,595.300599
C15659,562.234887
C15662,566.278072
C15675,502.195999
C15677,510.095299
C15683,521.335253
C15684,505.340338
C15688,500.361408
C15710,513.249154
C15719,565.270755
C15739,546.316583
C15755,527.345818
C15760,503.309432
C15842,587.309432
C15857,540.469502
C15858,536.438202
C15859,554.448766
C15860,552.433116
C15867,534.422552
C15874,552.433116
C15877,566.448766
C15878,584.459331
C15879,582.443681
C15881,596.459331
C15886,568.464417
C15887,586.474981
C15892,556.464417
C15895,570.480067
C15898,554.448766
C15900,568.464417
C15902,586.474981
C15903,582.443681
C15907,538.453852
C15908,532.406902
C15910,534.422552
C15911,550.417466
C15919,584.422946
C15928,598.40221
C15933,568.428031
C15943,528.375602
C15965,566.412381
C15966,566.412381
C15967,580.391646
C15968,582.407296
C15974,511.118133
C15978,511.118133
C15981,552.433116
C15990,579.89504
C15991,579.89504
C16147,594.355654
C16153,535.06044
C16154,563.055355
C16155,534.028806
C16191,502.111126
C16192,518.106041
C16197,532.121691
C16222,516.126776
C16224,518.142426
C16231,532.121691
C16238,535.096041
C16261,548.301904
C16270,568.428031
C16276,536.438202
C16277,582.443681
C16279,582.443681
C16280,578.412381
C16282,584.422946
C16291,538.453852
C16297,595.145166
C16301,551.103695
C16305,595.166295
C16340,532.406902
C16347,582.407296
C16368,579.150251
C16423,580.179206
C16424,575.058345
C16428,591.05326
C16429,511.08693
C16491,564.147906
C16543,518.216535
C16617,523.956917
C16641,586.279135
C16667,512.444075
C16723,512.179481
C16746,593.392768
C16763,574.111126
C16764,542.121297
C16767,518.178812
C16771,578.309098
C16785,586.444469
C16799,580.179206
C16800,564.184291
C16801,564.184291
C16802,578.163556
C16803,564.147906
C16861,594.340398
C16915,534.210112
C16965,550.18977
C16981,578.163556
C17008,503.273047
C17009,517.288697
C17044,528.381475
C17048,534.210112
C17057,548.152991
C17074,578.381869
C17087,547.096826
C17093,529.086261
C17139,528.054626
C17140,594.137341
C17163,502.980379
C17272,507.126658
C17326,531.065525
C17327,533.081176
C17328,548.044456
C17350,500.154328
C17434,586.318827
C17435,518.256227
C17476,554.199941
C17522,536.298533
C17523,552.293448
C17524,536.298533
C17525,534.282883
C17529,520.194462
C17565,594.215985
C17566,590.527411
C17568,590.43351
C17571,597.260584
C17573,585.249351
C17579,511.168975
C17585,555.275172
C17586,555.275172
C17600,594.15847
C17613,552.272318
C17615,530.310435
C17616,530.310435
C17617,530.310435
C17618,530.310435
C17639,578.142426
C17640,578.142426
C17677,504.32396
C17684,536.204633
C17685,550.220283
C17686,554.215197
C17713,532.329356
C17734,512.350175
C17749,530.178812
C17752,533.138069
C17766,540.308704
C17767,538.293054
C17772,580.158076
C17773,580.158076
C17774,580.158076
C17775,562.147512
C17776,562.147512
C17777,562.147512
C17779,564.184291
C17780,564.184291
C17781,540.163162
C17812,568.230847
C17814,514.220283
C17816,530.215197
C17817,514.220283
C17818,514.220283
C17819,536.204633
C17861,562.298927
C17866,576.278191
C17870,570.188983
C17882,593.392768
C17888,502.241412
C17889,516.257062
C17905,594.200216
C17906,596.215866
C17963,547.205361
C17997,555.275172
C17998,540.264273
C18000,526.259856
C18001,510.264941
C18003,599.301387
C18004,534.193824
C18021,592.26857
C18029,530.070277
C18030,531.101911
C18031,559.133211
C18032,514.075362
C18033,515.106996
C18034,543.138296
C18035,544.085927
C18063,578.25292
C18064,534.263091
C18069,583.268236
C18092,531.101911
C18093,597.811107
C18094,536.044456
C18143,501.933158
C18149,598.22186
C18157,556.232483
C18203,559.625728
C18212,566.154698
C18235,516.16251
C18237,522.891898
C18377,562.214443
C18391,518.034733
C18392,577.67646
C18408,541.132392
C18426,538.962965
C18431,528.952892
C18434,509.978423
C18505,525.842093
C18523,506.117745
C18557,528.308704
C18567,505.900553
C18568,535.405732
C18569,527.070712
C18596,526.077972
C18634,569.226096
C18636,532.085927
C18640,585.221011
C18641,571.205361
C18642,543.210446
C18643,559.133211
C18684,598.205027
C18694,522.083057
C18695,538.060213
C18696,542.170494
C18697,574.793878
C18766,526.984779
C18790,502.127105
C18876,527.969001
C19139,511.189592
C19153,515.09411
C19155,515.045459
C19358,501.988131
C19379,571.160054
C19460,559.893184
C19700,555.060005
C19701,569.075655
C19704,588.294785
C19759,538.453852
C19764,540.469502
C19765,542.485152
C19774,554.124801
C19785,502.24996
C19786,520.260525
C19793,510.098586
C19794,565.071005
C19795,554.448766
C19799,502.048872
C19823,589.071005
C19894,572.459331
C19898,548.351512
C19902,508.340004
C19917,555.313078
C19920,566.412381
C19921,582.407296
C19947,547.096826
C19948,575.128126
C19960,546.065191
C19961,590.102639
C19967,522.99066
C19969,506.995745
C19984,576.329833
C19987,576.329833
C19989,583.314517
C19991,584.298533
C20009,506.324354
C20017,528.235933
C20025,507.334859
C20045,511.23185
C20136,534.213279
C20152,504.272318
C20153,520.267233
C20156,589.10739
C20202,593.347824
C20213,596.465204
C20220,554.01371
C20331,552.433116
C20332,570.443681
C20348,580.131387
C20415,589.10739
C20468,581.150645
C20484,536.438202
C20489,565.155731
C20490,581.150645
C20491,597.14556
C20495,595.166295
C20532,589.376724
C20545,521.314123
C20546,519.298473
C20552,517.282823
C20555,501.287909
C20561,571.366159
C20564,579.294451
C20572,546.1796
C20590,575.310769
C20596,567.334859
C20597,599.324688
C20600,585.345424
C20601,569.350509
C20612,571.071673
C20613,573.087324
C20638,588.098223
C20666,598.242749
C20667,598.242749
C20682,548.080841
C20689,555.210446
C20699,527.243872
C20705,527.185019
C20709,576.366219
C20731,583.329774
C20739,525.330167
C20740,541.325082
C20760,581.356382
C20765,559.133211
C20766,575.128126
C20767,573.112476
C20768,591.086655
C20769,589.071005
C20774,591.086655
C20784,596.049164
C20785,576.43899
C20787,560.334919
C20814,553.14
C20972,512.274718
C21071,544.085927
C21073,557.117561
C21074,557.117561
C21118,544.44916
C21119,546.46481
C21123,545.480795
C21137,529.086261
C21145,514.246772
C21146,530.241687
C21152,504.13564
C21170,557.273715
C21215,526.182865
C21260,535.177839
C21264,599.301387
C21293,513.205755
C21310,522.99066
C21334,542.126138
C21338,584.095693
C21348,563.09174
C21349,548.063083
C21350,562.096491
C21351,532.049541
C21352,514.038976
C21353,516.054626
C21354,517.086261
C21355,531.101911
C21356,559.133211
C21362,546.065191
C21363,547.096826
C21384,573.120718
C21395,529.122646
C21427,570.248133
C21428,584.263783
C21429,598.279433
C21431,574.243048
C21432,588.258698
C21454,504.169035
C21478,546.203383
C21486,538.869054
C21544,525.103512
C21546,506.05008
C21555,534.150188
C21566,537.221011
C21592,568.141003
C21596,575.333552
C21603,576.273656
C21723,582.247835
C21724,582.247835
C21749,501.959106
C21833,594.15847
C21836,568.428031
C21848,589.082238
C21854,594.15847
C21969,556.236721
C22033,531.076759
C22047,503.215532
C22055,546.516452
C22069,582.337712
