compound,formula,mass
68733,C32H36N2O5,528.6386
68734,C32H36N2O5,528.6386
68735,C32H36N2O4,512.6392
68736,C32H38N2O6,546.6539
68737,C32H38N2O6,546.6539
68738,C32H38N2O3,498.6557
68739,C32H38N2O2,482.6563
68740,C32H36N2O3,496.6398
68741,C31H30N6O6S4,710.867
68743,C23H27ClO6,434.91
68744,C23H27ClO7,450.91
68748,C25H35NO6,445.5485
68749,C25H35NO6,445.5485
68752,C32H38N2O5,530.6545
68761,C32H38N2O5,530.6545
68762,C32H38N2O4,514.6551
68763,C32H36N2O5,528.6386
68764,C32H38N2O5,530.6545
724125,C6H11NO3,145.1564
68765,C32H40N2O5,532.6704
68766,C11H14O5,226.2259
68767,C11H14O5,226.2259
68769,C9H13NO3,183.2044
68774,C32H38O7,534.6399
68775,C23H26O7,414.4483
68777,C32H36N2O5,528.6386
68778,C32H36N2O5,528.6386
68780,C30H26O10,546.5214
68785,C23H26O5,382.4495
68786,C23H26O6,398.4489
68787,C23H23ClO5,414.879
68788,C19H24O4,316.3915
68789,C19H26O3,302.4079
68790,C16H12O6,300.2629
68792,C16H20O5,292.327
68798,C32H36N2O5,528.6386
68800,C30H24O10,544.5056
68801,C21H18O7,382.3634
68802,C22H20O8,412.3894
68803,C22H19ClO8,446.834
68805,C23H27ClO7,450.909
68807,C32H36N2O5,528.6386
68813,C32H36N2O5,528.6386
68814,C32H36N2O5,528.6386
68815,C32H38N2O5,530.6545
68816,C62H104N4O46,1641.4884
68819,C5H12O11P2,310.0897
68820,C6H14O10P2,308.1169
68822,CH3O3P,94.0065
68823,C6H11O16P4,463.037
68824,C6H16O16P4,468.0767
68825,C65H108N2O11P2,1155.5073
68826,C73H121N3O16P2,1358.6999
68827,C81H134N4O21P2,1561.8924
68828,C18H38NO,284.5004
68829,C105H173N7O36P2,2171.4699
68830,C17H33NO4,315.449
68831,C111H183N7O41P2,2333.6105
68832,C15H22O2,234.334
68834,C25H36O8,464.5485
68836,H3O7P2,176.9671
68837,(C6H7O6)nH2O,68837
68840,C16H27NO6,329.3887
68841,C18H31GdN4O9,604.71
68842,C28H48N2O21,748.6815
68843,C28H48N2O21,748.6815
68845,C30H24N4O8,568.5336
68846,C10H18N2O5,246.2603
68847,C30H23KN4O8,606.6239
68848,C10H18N2O5,246.2603
68849,C30H23N4O8,567.5256
68850,C25H20N4O5,456.4501
68851,HO(C6H6O5P)n,68851
68852,HO4P(C6H8)n,68852
68853,C6H12O9P(C5H8)n,68853
68854,HO4P(C6H8)n,68854
68855,C18H23F[123I]NO2,427.291
68859,C25H28O6,424.4862
68860,C25H28O6,424.4862
68862,C25H28O6,424.4862
68863,C21H32O3,332.477
68864,C21H32O4,348.4764
68865,C20H30O4,334.4498
68866,C20H30O4,334.4498
68867,C20H30O3,318.4504
68868,C20H26O2,298.4192
68869,C20H26O2,298.4192
68870,C21H28O3,328.4452
68871,C20H30O5,350.4492
68872,C20H30O5,350.4492
68873,C20H30O5,350.4492
68875,C20H28O2,300.4351
68876,C33H40O20,756.6587
68877,C28H30O15,606.5288
68878,C26H28O14,564.4921
68879,C33H40O19,740.6593
68880,C33H40O19,740.6593
68881,C27H30O15,594.5181
68882,C27H30O15,594.5181
68883,C27H30O14,578.5187
68884,C26H28O14,564.4921
68889,C8H10O3,154.1632
68895,C29H46O,410.6749
68896,C50H86O23,1055.204
68897,C66H110O30,1383.5616
68898,C66H110O30,1383.5616
68899,C62H104O32,1361.47
68907,C36H52O12,676.7909
68908,C36H52O13,692.7903
68910,C37H53NO13,719.8156
68911,C37H56O13,708.8327
68912,C36H54O13,694.8062
68913,C36H54O13,694.8062
68914,C33H44O11,616.6959
68915,C30H40O9,544.6332
68916,C38H54O13,718.8276
68917,C36H52O12,676.7909
68918,C30H42O10,562.6485
68919,C13H11NO3,229.2313
68920,C13H13NO3,231.2472
68921,C13H13NO2,215.2478
68922,C19H23NO7,377.3884
68923,C13H15NO2,217.2637
68924,C19H25NO7,379.4043
68925,C19H27NO9,413.419
68926,C13H11NO2,213.2319
68927,C19H27NO7,381.4202
68928,C20H28O8,396.4315
68929,C26H38O13,558.5721
68930,C19H26O8,382.4049
68931,C20H26O9,410.415
68932,C20H26O11,442.4138
68933,C28H26O6,458.5024
68934,C28H26O6,458.5024
68935,C41H40O8,660.7515
68936,C41H40O8,660.7515
68937,C41H40O8,660.7515
68938,C41H40O8,660.7515
68947,C18H30O3,294.43
68951,C26H39ClO9,531.035
68952,C26H39ClO9,531.035
68953,C26H38O9,494.5745
68954,C24H36O7,436.5384
68955,C28H42O11,554.6265
68956,C40H66O11,722.9454
68957,C42H70O11,750.9986
68958,C27H40O11,540.5999
68980,C32H40O7,536.6558
68981,C31H42O6,510.6616
68982,C32H38O6,518.6405
68986,C21H20O11,448.3769
68994,C20H19NO5,353.3686
68997,C30H48O5,488.6991
68998,C30H42O3,450.6527
68999,C27H38O5,442.5876
69000,C30H46O4,470.6838
69001,C30H48O4,472.6997
69002,C32H52O4,500.7529
69003,C24H36O2,356.5414
69004,C30H46O3,454.6844
69005,C30H44O5,484.6674
69006,C31H46O5,498.6939
69007,C26H35NO3,409.561
69010,C26H40O3,400.594
69011,C30H48O3,456.7003
69012,C30H46O3,454.6844
69013,C15H12O7,304.2516
69017,C28H30O9,510.5324
69018,C28H32O11,544.5471
69019,C28H30O10,526.5318
69020,C28H30O10,526.5318
69021,C26H32O7,456.5281
69022,C26H34O7,458.544
69023,C26H36O6,444.568
69024,C26H38O6,446.5763
69025,C26H34O7,458.544
69026,C26H36O7,460.567
69027,C26H34O7,458.544
69039,C20H24O10,424.402
69041,C15H16O3,244.286
69042,C14H14O3,230.26
69080,C19H34O2,294.4721
69081,C19H38O4,330.5026
69082,C26H32O5,424.5293
69083,C27H34O5,438.5559
69084,C22H26O5,370.4388
69085,C20H18O6,354.3533
69086,C22H22O6,382.4065
69087,C21H20O6,368.3799
69088,C16H16O4,272.2958
69089,C21H24O5,356.4123
69090,C26H32O6,440.5287
69091,C20H20O6,356.3692
69092,C20H20O6,356.3692
69093,C20H16O6,352.3374
69094,C22H22O6,382.4065
69095,C21H22O5,354.3964
69096,C26H30O5,422.5134
69097,C22H24O5,368.423
69098,C20H20O5,340.3698
69099,C21H22O5,354.3964
69100,C21H20O6,368.3799
69106,C28H38O7,486.5971
69107,C28H38O6,470.5977
69108,C28H38O7,486.5971
69109,C29H42O8,518.639
69110,C29H42O8,518.639
69111,C27H36O4,424.5723
69112,C40H58O15,778.8795
69113,C34H50O11,634.7542
69114,C34H52O11,636.7701
69115,C33H46O10,602.7123
69116,C33H48O11,620.7276
69117,C33H48O10,604.7282
69118,C33H48O10,604.7282
69119,C34H48O11,632.7383
69120,C28H38O6,470.5977
69121,C29H42O7,502.6396
69122,C28H40O7,488.613
69123,C28H40O10S,568.676
69124,C28H40O6,472.6136
69125,C28H40O7,488.613
69126,C28H40O11S,584.676
69136,C22H31NO5S,421.55
69143,C20H28O3,316.4345
69196,C16H12O5,284.264
69197,C16H16O5,288.2952
69198,C16H16O5,288.2952
69199,C16H14O5,286.2794
69201,C16H14O5,286.2794
69204,C28H51N5O8,585.7332
69205,C29H53N5O8,599.7598
69206,C30H52O2,444.7327
69216,C30H46O4,470.6838
69217,C30H46O6S,534.748
69218,C30H44O4,468.668
69219,C30H46O3,454.6844
69220,C30H48O4,472.6997
69221,C31H50O4,486.7263
69222,C30H46O4,470.6838
69223,C30H46O3,454.6844
69224,C30H46O3,454.6844
69225,C12H12N2O2,216.2359
69226,C13H14N2O3,246.2619
69227,C11H9N3O2,215.2081
69228,C13H13N3O3,259.2606
69229,C13H13N3O2,243.2612
69230,C13H12N2O2,228.2466
69231,C12H11N3O2,229.2346
69232,C13H13N3O3,259.2606
69233,C12H11N3O2,229.2346
69234,C12H9N3O,211.2194
69235,C12H11N3O2,229.2346
69240,C20H30O2,302.458
69245,C18H18O4,298.3331
69246,C18H20O3,284.3496
69247,C18H20O3,284.3496
69248,C18H18O3,282.3337
69249,C18H18O4,298.3331
593538,C18H16N6O2,348.366
69250,C17H14O3,266.2913
69251,C18H18O2,266.3343
69252,C17H14O2,250.2919
69253,C18H16O3,280.3178
69254,C18H16O3,280.3178
69255,C18H16O2,264.3184
69256,C20H18O3,306.3551
69257,C21H20O3,320.3817
69258,C13H14O4,234.2479
69259,C14H16O4,248.2744
69260,C11H12O4,208.2106
69261,C20H20O3,308.371
69262,C21H22O3,322.3976
69263,C20H20O3,308.371
69264,C20H20O3,308.371
69265,C20H20O3,308.371
69304,C45H36O18,864.7565
69305,C45H36O18,864.7565
69306,C60H48O24,1153.0087
69307,C60H48O24,1153.0087
69325,C15H18O4,262.301
69326,C15H20O4,264.3169
69327,C17H22O5,306.3536
69328,C16H22O5,294.3429
69329,C17H24O5,308.3695
69330,C18H24O6,336.3796
69331,C18H24O6,336.3796
69332,C15H22O4,266.3328
69333,C15H20O4,264.3169
69334,C17H22O6,322.353
69335,C15H18O3,246.3016
69336,C15H18O4,262.301
69337,C17H20O5,304.3377
69338,C15H20O3,248.3175
69339,C15H20O4,264.3169
69340,C17H22O5,306.3536
69341,C17H22O5,306.3536
69343,C15H20O4,264.3169
69344,C15H20O3,248.3175
69345,C15H20O3,248.3175
69346,C19H26O7,366.4055
69347,C15H20O3,248.3175
69348,C17H22O5,306.3536
69349,C15H20O3,248.3175
69350,C15H20O2,232.3181
69351,C15H20O3,248.3175
69352,C15H22O4,266.3328
69353,C15H24O3,252.3493
69354,C15H22O3,250.3334
69355,C19H18O8,374.3414
69356,C18H16O8,360.3148
69363,C30H46O6,502.6826
69364,C31H50O7,534.7245
69365,C36H58O10,650.8397
69366,C57H90O24,1159.3101
69367,C57H90O24,1159.3101
69368,C30H48O5,488.6991
69369,C30H48O5,488.6991
69370,C41H66O12,750.9555
69371,C59H96O26,1221.3779
69372,C65H106O31,1383.5185
69373,C64H104O30,1353.4926
69374,C42H68O14,796.9809
69375,C53H86O22,1075.2367
69377,C32H38O19,726.6327
69378,C32H38O18,710.6333
69379,C26H28O15,580.4915
69403,C13H11NO3,229.232
69404,C18H17NO6,343.331
69407,C18H18N2O5,342.347
69408,C24H22N2O5,418.443
69409,C19H16N2O2,304.343
69410,C19H15FN2O2,322.334
69425,C11H18N2O3,226.2722
69426,C11H15N5O4,281.2679
69427,C13H12N2O,212.2472
69428,C13H12N2O,212.2472
69429,C14H14N2O2,242.2732
69431,C28H40O,392.6166
69432,C28H48O,400.6801
69433,C31H52O2,456.7434
69434,C31H50O2,454.7275
69435,C30H50O,426.7174
69436,C40H58O4,602.8861
69437,C15H10O6,286.2363
69445,C5H6N2O2,126.1133
69447,C19H18O8,374.3414
69448,C19H18O7,358.342
69449,C18H16O6,328.316
69450,C19H16O7,356.3261
69451,C26H22O10,494.4469
69452,C17H14O7,330.2889
69453,C20H20O8,388.368
69454,C18H16O7,344.3154
69455,C17H14O6,314.2895
69456,C20H18O11,434.3503
69457,C20H18O11,434.3503
69458,C20H18O12,450.3497
69459,C20H18O12,450.3497
69469,C21H20O9,416.3781
69470,C21H20O10,432.3775
69471,C21H20O8,400.3787
69472,C13H16O5,252.2631
69473,C12H12O4,220.2213
69474,C11H8O5,220.1782
69475,C15H10O7,302.2357
69476,C15H10O4,254.2375
69477,C21H32O2,316.485
69478,C21H30O2,314.462
69500,C32H52O5,516.7523
69501,C30H48O2,440.7009
69502,C30H48O2,440.7009
69503,C30H50O2,442.7168
69504,C30H48O5,488.6991
69505,C32H48O5,512.7205
69506,C30H46O5,486.6832
69507,C42H66O13,778.9656
69508,C44H72O15,841.0335
69509,C46H74O17,899.0696
69510,C42H68O14,796.9809
69511,C42H70O14,798.9968
69512,C16H12O5,284.2635
69513,C23H22O12,490.4136
69514,C18H20O9,380.346
69515,C20H18O4,322.3545
69516,C30H50O2,442.7168
69517,C30H50O3,458.7162
69518,C32H52O5,516.7523
69519,C15H10O5,270.2369
69520,C15H10O4,254.2375
69521,C29H32O15,620.5554
69522,C11H8O3,188.1794
69523,C30H50O4,474.7156
69524,C30H50O5,490.715
69525,C32H50O5,514.7364
69526,C30H48O4,472.6997
69527,C32H50O5,514.7364
69528,C30H48O4,472.6997
69529,C30H48O5,488.6991
69530,C30H48O,424.7015
69531,C16H12O5,284.2635
69532,C15H10O4,254.2375
69533,C15H10O4,254.2375
69534,C15H10O3,238.2381
69535,C16H10O4,266.2482
69536,C23H22O11,474.4142
69537,C27H30O14,578.5187
69538,C28H30O15,606.5288
69539,C29H32O15,620.5554
69541,C16H12O6,300.2629
69542,C20H24O6,360.401
69543,C20H22O7,374.3845
69546,C37H48O6,588.7734
69547,C36H46O5,558.7474
69548,C37H50O6,590.7893
69549,C36H48O5,560.7633
69550,C24H26O6,410.4596
69551,C23H24O5,380.4337
69552,C20H18O5,338.3539
331697,C17H22ClNO,291.816
69553,C22H22O6,382.4065
69554,C23H24O6,396.4331
69555,C23H24O6,396.4331
69556,C21H20O6,368.3799
69557,C18H16O4,296.3172
69558,C19H18O5,326.3432
69559,C20H30O,286.4516
69560,C20H32O,288.4675
69561,C20H32,272.4681
69562,C20H32,272.4681
69563,C20H30O,286.4516
69564,C20H32O,288.4675
69579,C30H48O4,472.6997
69601,C47H78O17,915.112
69602,C49H80O20,989.1475
69603,C53H86O21,1059.2373
69604,C52H84O21,1045.2108
69605,C55H90O22,1103.2899
69606,C56H90O25,1163.2988
69607,C47H76O18,929.0955
69608,C42H68O14,796.9809
69609,C52H86O21,1047.2266
69611,C52H86O21,1047.2266
69612,C53H88O22,1077.2526
69629,C30H50O2,442.7168
69630,C30H50O2,442.7168
69631,C32H52O3,484.7535
69632,C30H52O4,476.7315
69633,C32H54O5,518.7682
69634,C30H52O3,460.7321
69635,C30H52O3,460.7321
69636,C32H54O4,502.7688
69637,C30H52O2,444.7327
69657,C27H30O15,594.5181
69685,C20H27NO3,329.434
65954,C28H34O7,482.5654
69688,C18H25NO3,303.397
69700,C18H22O5,318.3643
69701,C18H22O5,318.3643
69702,C18H22O5,318.3643
69703,C17H18O5,302.322
69704,C17H20O4,288.3383
69741,C40H32O10,672.6761
69742,C40H32O10,672.6761
69743,C40H34O10,674.692
69748,C20H16O5,336.338
69749,C20H18O5,338.3539
69814,C27H30O15,594.5181
69830,C16H14O5,286.2794
69860,C34H51ClO11,671.215
69861,C31H45ClO11,629.135
69862,C34H49ClO11,669.199
69863,C31H45ClO11,629.135
69864,C34H47ClO11,667.183
69865,C31H43ClO11,627.12
69866,C29H41ClO10,585.083
69867,C24H33ClO8,484.967
69868,C24H34O9,466.5214
69869,C24H32O8,448.5061
69870,C27H40O8,492.6017
69871,C25H38O7,450.565
69872,C27H39ClO7,511.047
69873,C25H38O7,450.565
69874,C34H50O11,634.7542
69875,C34H48O11,632.7383
69876,C34H46O11,630.7224
69877,C34H48O11,632.7383
69878,C29H40O10,548.6219
69879,C31H42O11,590.6586
69880,C27H38O7,474.5864
69881,C29H42O10,550.6378
69882,C24H34O8,450.522
69883,C29H40O9,532.6225
69884,C31H42O11,590.6586
69885,C28H38O11,550.5947
69886,C26H36O10,508.558
69916,C18H16O5,312.3166
69917,C17H14O5,298.2901
69918,C17H14O5,298.2901
69995,C30H50O5,490.715
69996,C30H50O6,506.7144
69997,C30H48O3,456.7003
69998,C30H48O3,456.7003
69999,C31H50O3,470.7269
70000,C31H50O3,470.7269
70001,C31H50O3,470.7269
70002,C32H52O6,532.7517
70003,C32H50O6,530.7358
70004,C17H14O8,346.2883
70005,C20H20O8,388.368
70006,C19H18O8,374.3414
70007,C18H16O7,344.3154
70008,C17H14O7,330.2889
70009,C18H16O8,360.3148
70010,C22H26O7,402.4376
70011,C22H26O8,418.437
70012,C22H24O8,416.4212
70013,C21H22O7,386.3952
70014,C22H24O8,416.4212
70015,C22H26O8,418.437
70016,C28H42O2,410.6319
70017,C43H79NO9,754.0887
70018,C21H22O6,370.3958
70019,C25H28O6,424.4862
70020,C25H28O6,424.4862
70021,C21H22O5,354.3964
70022,C25H26O6,422.4703
70023,C25H28O5,408.4868
70024,C18H16O7,344.3154
70025,C22H22O7,398.4059
70026,C25H24O8,452.4533
70030,C21H20O10,432.3775
70031,C15H10O6,286.2363
70032,C16H12O6,300.2629
70033,C17H14O6,314.2895
70034,C17H16O6,316.3053
70080,C20H20O4,324.3704
70082,C21H20O12,464.3763
70109,C31H52O2,456.7434
70110,C31H52O2,456.7434
70111,C31H54O2,458.7593
70112,C30H46O,422.6856
70113,C30H48O,424.7015
70114,C30H48O,424.7015
70115,C31H50O2,454.7275
70116,C31H50O2,454.7275
70117,C31H48O2,452.7116
70118,C31H52O2,456.7434
70119,C30H50O2,442.7168
70120,C30H46O2,438.685
70121,C30H46O2,438.685
70122,C31H50O2,454.7275
70137,C24H33NO5,415.5225
70143,C21H24O11,452.4087
70144,C32H32O13,624.5887
70145,C30H28O13,596.5355
70146,C21H22O10,434.3934
70147,C27H30O16,610.5175
70159,C15H20O,216.3187
70160,C15H22O,218.3346
70164,C17H14O4,282.2907
70165,C17H14O5,298.2901
70166,C17H14O5,298.2901
70167,C17H14O6,314.2895
70168,C22H20N4O2,372.4198
70191,C17H18O5,302.3218
70192,C13H16O5,252.2631
70193,C19H22O7,362.3738
70194,C19H22O6,346.3744
70195,C20H24O7,376.4004
70196,C20H24O7,376.4004
70197,C19H22O6,346.3744
70198,C19H22O6,346.3744
70200,C26H30O14,566.508
70201,C26H28O14,564.4921
70202,C26H28O14,564.4921
70203,C27H30O15,594.5181
70204,C28H32O15,608.5447
70205,C27H28O14,576.5028
70206,C27H28O14,576.5028
70211,C18H15N3O4,337.3294
70212,C24H25N3O10,515.4694
70213,C18H15N3O5,353.3288
70214,C14H11N3O3,269.2554
70231,C14H8N2O4,268.225
70255,C22H18O10,442.3723
70262,C27H40O3,412.6047
70263,C29H44O4,456.6573
70264,C24H40O2,360.5732
70265,C30H48O2,440.7009
70266,C30H48O2,440.7009
70267,C32H54O5,518.7682
70268,C27H42O3,414.6206
70269,C27H44O3,416.6365
70270,C29H46O4,458.6731
70271,C30H50O3,458.7162
70272,C30H52O3,460.7321
70273,C32H54O4,502.7688
70274,C30H50O3,458.7162
70275,C30H50O3,458.7162
70291,C16H11ClO7,350.708
70310,C30H42O5,482.6515
70315,C31H52O,440.745
70318,C71H116O21,1305.6681
70319,C73H120O21,1333.7213
70320,C71H116O21,1305.6681
70321,C71H116O21,1305.6681
70330,C30H20O10,540.4738
70331,C30H20O11,556.4732
70332,C27H42O3,414.6206
70333,C28H44O3,428.6472
70334,C28H44O2,412.6478
70335,C28H44O4,444.6466
70336,C28H44O3,428.6472
70337,C29H48O3,444.6896
70338,C28H46O2,414.6636
70339,C28H44O3,428.6472
70396,C32H32O9,560.5911
70399,C23H23N5O4,433.4598
70400,C24H25N5O4,447.4864
70401,C15H23NO2,249.3486
70402,C15H25NO2,251.3645
70404,C25H31N3O5,453.5307
70414,C30H50O2,442.7168
70415,C30H50O2,442.7168
70416,C31H52O3,472.7428
70417,C30H50O2,442.7168
70418,C32H50O4,498.737
70419,C11H14O5,226.2259
70464,C30H50O3,458.7162
70467,C20H22O6,358.39
70478,C12H22O2,198.3019
70482,C14H18O4,250.2903
70483,C16H22O4,278.3435
70484,C18H26O4,306.3966
70485,C20H16O8,384.3362
70486,C20H16O8,384.3362
70487,C23H22O9,442.4154
70488,C22H18O9,426.3729
70489,C20H18O7,370.3527
70499,C20H22N2O2,322.402
70507,C21H26N2O2,338.444
70552,C20H26O4,330.418
70553,C20H26O3,314.4186
70554,C20H24O4,328.4022
70555,C20H26O3,314.4186
70556,C20H26O4,330.418
70557,C20H26O4,330.418
70558,C20H24O4,328.4022
70559,C20H26O3,314.4186
70560,C20H28O3,316.4345
70561,C20H28O3,316.4345
70562,C21H30O3,330.4611
70563,C21H30O3,330.4611
70564,C22H32O3,344.4877
70565,C22H30O4,358.4712
70566,C19H26O3,302.4079
70567,C19H26O2,286.4085
70568,C19H26O4,318.4073
70569,C19H26O2,286.4085
70570,C19H22O2,282.3768
70571,C19H24O2,284.3927
70572,C21H28O3,328.4452
70573,C20H28O2,300.4351
70574,C20H28O,284.4357
70575,C20H26O3,314.4186
70576,C20H28O3,316.4345
70577,C20H30O2,302.451
70626,C28H32O14,592.5453
70649,C17H9NO3,275.2583
70651,C19H13NO5,335.3102
70652,C18H16O4,296.3172
70653,C17H16O5,300.3059
70654,C18H18O5,314.3325
70655,C18H18O5,314.3325
70656,C18H16O4,296.3172
70657,C18H18O4,298.3331
70658,C18H18O4,298.3331
70659,C17H16O4,284.3065
70660,C18H16O5,312.3166
70661,C18H16O5,312.3166
70662,C17H16O4,284.3065
70663,C16H14O4,270.28
70664,C17H16O4,284.3065
70686,C19H22O3,298.3762
70687,C19H22O3,298.3762
70688,C19H22O4,314.3756
70689,C19H22O4,314.3756
70690,C19H24O4,316.3915
70691,C19H24O4,316.3915
70692,C19H22O3,298.3762
70693,C19H22O3,298.3762
70694,C21H24O5,356.4123
70695,C21H24O5,356.4123
70696,C21H26O5,358.4281
70697,C21H26O5,358.4281
70698,C19H20O3,296.3603
70699,C19H20O2,280.3609
70700,C19H22O3,298.3762
70701,C20H24O4,328.4022
70702,C19H18O3,294.3444
70703,C20H22O4,326.3863
70704,C19H22O4,314.3756
70705,C26H28ClN5O2,477.986
70706,C26H28N5O2,442.5328
70707,C26H27N5O2,441.5249
70708,C20H25NO2,311.418
70710,C41H63NO14S,826.002
70711,C40H60NO11,730.9045
70712,C35H60N7O17P3S,975.874
70713,C35H58N7O17P3S,973.858
70714,C24H27N8O11PS4,762.752
70715,C24H25N8O10PS4,744.737
70716,C14H26O2,226.355
70717,C14H25O,209.3477
70718,C22H21N8O8PS4,684.685
70719,C14H24O2,224.3392
70720,C14H23O,207.3318
70721,C17H26ClNO3S,359.911
70723,C21H27N7O,393.4854
70726,C29H32N4O3S,516.654
70729,C22H20N8O5S4,604.705
70731,C17H22N3O18P2,618.3134
70732,C28H37ClN4O2S,529.137
70733,C9H10O3,166.1739
70734,C28H37N4O2S,493.684
70735,C28H36N4O2S,492.676
70736,C12H23NO9,325.3123
70738,C17H25N3O18P2,621.3372
70739,H3O4P(C6H8)n,70739
70740,C16H24O3,264.36
70741,C10H16O3,184.2322
70742,H3O4P(C6H8)n,70742
70743,C35H45N7O8S,723.839
70744,C7H12N2O3,172.1818
70746,C34H41N7O5,627.7332
70747,C10H18O4,202.2475
70748,C27H36O9,504.5693
70749,C13H25NO4,259.342
70750,C16H24O6,312.3582
70751,C34H42N7O5,628.7412
70752,C25H25N7O3,471.5111
70753,C40H68N2O29,1040.9639
70754,C40H68N2O29,1040.9639
70755,CH4O3Te,191.64
70756,C5H9NO3,131.1299
70757,C20H28N3O19P2,676.3925
70758,C40H62N9O26P2,1146.9141
70759,C60H101N3O43,1552.4382
70760,C38H62O2,550.8977
70761,C38H64O2,552.9136
70762,C38H60O2,548.8818
70763,C55H89O4P,845.2665
70764,C55H91O4P,847.2824
70765,C20H31N3O19P2,679.4164
70766,C8H14O5,190.1938
70767,C8H14O5,190.1938
70768,C40H65N9O26P2,1149.9363
70769,C11H12N2O3,220.2246
70771,C17H36NO2,286.4732
70772,C11H12N2O3,220.2246
70773,C19H21ClN2O2S,376.9
70775,C23H46N2O6PR,477.596
70776,C23H48N2O7PR,495.611
70777,C11H12N2O3,220.2246
70778,C29H46N2O3S,502.752
70779,C15H21O3,249.3254
70780,C15H19O3,247.3096
70783,C15H21N3O14P2,529.2865
70784,C15H23N3O14P2,531.3023
70785,C15H23N3O14P2,531.3023
70786,C30H50,410.718
70787,C15H19O4,263.309
70788,C15H17O4,261.2931
70789,C15H17O5,277.2925
70790,C15H15O5,275.2766
70791,C44H50CoN4O14,917.8194
70792,C45H52CoN4O14,931.846
70793,C45H54CoN5O13,931.8692
70796,C15H22O3,250.3334
70797,C15H20O3,248.3175
70798,C17H35NO2,285.4653
70799,C15H25N3O14P2,533.3182
70800,C15H23N3O14P2,531.3023
70801,C5H6N2O2,126.114
70802,C15H25N3O14P2,533.3182
70803,C30H48O5,488.6991
70804,C5H6N2O2,126.1133
70805,C15H20O4,264.3169
70806,C5H6N2O2,126.114
70807,C15H18O4,262.301
70808,C6H8N2O3,156.14
70809,C15H18O5,278.3004
70811,C15H17N3O4,303.3132
70814,C24H46NO9R,492.624
70815,C24H44NO8R,474.609
70816,C15H16O5,276.2845
70818,C9H10O4,182.1733
70819,C12H23NO4,245.3153
70820,C45H60CoN5O13,937.9168
70823,C6H13O9P(C5H8)n,70823
70824,C9H9NO4,195.1721
70825,C12H22O14S,422.36
70826,C15H29O2,241.3896
70827,C36H60N7O17P3S,987.885
70828,C17H36NO2,286.4732
70829,C17H38NO2,288.4891
70830,C7H13NO3,159.183
70831,C7H13NO3,159.183
70832,C18H32O18S,568.501
70833,C20H35NO18S,609.553
70834,C7H13NO3,159.183
70835,C7H13NO3,159.183
70836,C11H14N5O13P3,517.1758
70837,C7H13NO3,159.183
70838,C17H33O2,269.4427
70839,C22H28ClN7O3S,506.021
70840,C7H13NO3,159.183
70841,C34H58N2O25,894.8227
70842,C7H13NO3,159.183
70843,C17H35NO2,285.4653
70844,C7H13NO3,159.183
70845,C18H36NO3R,314.484
70846,C18H34NO3R,312.468
70847,C34H58N2O25,894.8227
70848,C36H64N7O17P3S,991.916
70849,C28H48N2O21,748.6815
70850,C17H34O2,270.4507
70851,C8H6O2,134.132
70852,C17H37NO2,287.4812
70853,C76H127N5O56,2006.831
70854,C5H7N3O,125.1286
70855,C7H12O4,160.1678
70856,C7H4O2X,120.106
70857,C13H23NO6,289.3248
70859,C15H19O4,263.309
70860,C31H52,424.7446
70861,C32H54,438.7712
70862,C7H5O2X,121.114
70863,C31H52,424.7446
70864,C31H52,424.7446
70865,C32H54,438.7712
70866,C15H20O4,264.3169
70867,C11H15N5O5,297.2673
70869,C10H11NO3,193.1992
70870,C23H46N2O6PR,477.5949
70871,C38H75N2O6P,686.987
70872,C38H77N2O6P,689.0015
70873,C38H69N2O7P,696.939
70874,C39H75N2O6P,698.998
70875,C39H77N2O6P,701.014
70876,C39H79N2O6P,703.0281
70877,C38H77N2O7P,705.0009
70878,C38H79N2O7P,707.0168
70879,C39H71N2O7P,710.965
70880,C40H77N2O6P,713.024
70881,C40H79N2O6P,715.04
70882,C40H81N2O6P,717.0547
70883,C39H79N2O7P,719.0275
70884,C39H81N2O7P,721.0434
70885,C38H79N2O8P,723.0162
70886,C40H73N2O7P,724.992
70887,C41H79N2O6P,727.051
70888,C41H81N2O6P,729.067
70889,C41H83N2O6P,731.0813
70890,C40H81N2O7P,733.0541
70891,C40H83N2O7P,735.07
70892,C39H81N2O8P,737.0428
70893,C41H75N2O7P,739.019
70894,C42H81N2O6P,741.078
70895,C42H83N2O6P,743.094
70896,C42H85N2O6P,745.1079
70897,C41H83N2O7P,747.0807
70898,C41H85N2O7P,749.0966
70899,C40H83N2O8P,751.0694
70900,C42H77N2O7P,753.045
70901,C43H83N2O6P,755.104
70902,C43H85N2O6P,757.12
70903,C43H87N2O6P,759.1344
70904,C42H85N2O7P,761.1073
70905,C42H87N2O7P,763.1231
70906,C41H85N2O8P,765.096
70907,C43H79N2O7P,767.072
70908,C44H85N2O6P,769.131
70909,C44H87N2O6P,771.147
70910,C44H89N2O6P,773.178
70911,C43H87N2O7P,775.1338
70912,C43H89N2O7P,777.1497
70913,C42H87N2O8P,779.1225
70914,C44H81N2O7P,781.099
70915,C45H87N2O6P,477.5949
70916,C45H89N2O6P,785.173
70917,C45H91N2O6P,787.1876
70918,C44H89N2O7P,789.1604
70919,C44H91N2O7P,791.1763
70920,C43H89N2O8P,793.1491
70921,C45H83N2O7P,795.125
70922,C46H89N2O6P,797.184
70923,C46H91N2O6P,799.2
