compound,formula,mass
132295,C16H48O6Si7,533.147
132296,C10H16NO,166.241
132297,C10H16N,150.241
1228,C15H12O6,288.2522
132298,C7H4Cl2O2,191.012
1230,C12H22O11,342.297
132299,C8H6Cl2O2,205.038
132300,C19H14BrClN6O2,473.711
1233,C46H70O2,655.049
132301,C42H80NO11S,807.152
1235,C47H72O2,669.075
132302,C20H32O3,320.467
1237,C3H5NO2,87.0773
132303,C20H32O3,320.467
132304,C9H14N2O3S,230.285
132305,(C34H56N2O25)n.H2O,132305
132306,C13H12N2O2,228.247
132307,(C32H53NO25)n.H2O,132307
132309,C15H29N2O8PS,428.44
132310,C12H22N2O8PSR,385.352
132308,(C38H63NO29)n.H2O,132308
132311,C17H33N2O8PS,456.493
132312,C19H37N2O8PS,484.546
132313,C21H41N2O8PS,512.6
132316,C23H45N2O8PS,540.65
132317,C10H14CaN2O8,330.305
132318,C10H14MgN2O8,314.532
132319,C25H49N2O8PS,568.706
132320,C27H53N2O8PS,596.759
1254,C7H8O5,172.13542
132321,C35H61N2O11PS,748.907
132322,C38H67N2O11PS,790.987
132323,C20H34O3,322.483
132324,C20H34O3,322.483
132325,C22H32O3,344.489
132327,C44H78NO8P,311.226
132329,C7H10O5,174.152
132330,C24H34O2,354.526
132331,C12H22O2,198.302
132332,C4H4N2OS,128.154
132335,C23H29N3O2,379.496
132338,C30H40O5,480.637
132333,C20H24O7,376.401
132334,C41H47NO19,857.809
1269,(C5H8)nC6H6O,1269
132337,C21H28O3,328.446
132336,C20H26O7,378.417
132339,C32H54O2,470.771
132340,C29H40O4,452.627
132342,C31H52O2,456.745
132343,C31H52O2,456.745
132348,C20H28O2,300.436
1277,C11H12O6,240.20938
132341,C30H50O2,442.718
132344,C30H46O5,486.684
132345,C30H48O2,440.702
132346,C21H26O4,342.43
132347,C20H22O4,326.387
1283,C8H10O2,138.1638
132355,C22H16ClF3N10O2,544.877
132356,(C9H16O10P)n.C74H122N2O22P3,132356
132357,C6H2Cl4O,231.891
132358,C19H28O3,304.425
132359,C6H2Cl4O,231.891
132361,C24H42N3O9PSR,579.646
132362,C6H4O7,188.092
132363,C5H5IN2,220.011
132364,C9H10O4,182.174
1294,C27H46O3,418.65234
132366,C8H8O4,168.147
1296,C27H46O2,402.654
132367,C6H8O6R,176.124
132369,C18H12O,244.288
132368,HR,1.008
132370,C30H48O4,472.701
1301,C27H46O2,402.65294
132371,C30H48O4,472.701
132372,C30H48O4,472.701
132373,C30H48O4,472.701
132377,C18H12O,244.288
132374,C30H50O2,442.718
1307,C31H52O,440.745
132375,C30H48O4,472.701
132376,C29H42O4,454.642
132378,C29H38O5,466.61
132383,C36H45NO17,763.74
132384,C38H47NO19,821.777
132385,C43H49NO19,883.846
132386,C38H47NO18,805.777
132387,C45H51NO20,925.883
132388,C47H50N2O18,930.904
132389,C45H48N2O19,920.866
132390,C41H47NO19,857.809
132391,C18H12O,244.288
132392,C36H45NO17,763.74
132393,C43H49NO18,867.847
132394,C43H49NO19,883.846
132395,C43H49NO18,867.847
132396,C35H37NO8,599.672
132399,C6H13NO3,147.173
132401,C20H24O9,408.4
132402,C15H18O6,294.3
132403,C9H19N3O3,217.266
132404,C18H12O,244.288
132405,C18H12O,244.288
132406,C18H12O,244.288
132407,C18H12O,244.288
132415,(C14H20NO11)n.C26H40NO22,132415
132416,(C14H20NO11)n.C34H53N2O27,132416
132423,C12H23N3O6,305.328
132424,C34H35ClN2O11,683.103
132426,C27H40ClNO7,526.063
1359,C10H18O13P2R2(C5H8O6PR)n,1359
1367,C12H6Cl4,291.98684
132440,C8H13N6O,209.229
132441,C9H13N5O2,223.232
132442,C28H42ClNO7,540.09
132443,C18H12O,244.288
1372,C5H7NO2,113.1146
132445,C18H12O,244.288
132446,C4HF9O3S,300.101
132448,C6HF13O3S,400.116
132449,C36H70O2,534.9398
132450,C40H58O2,570.889
132451,C40H58O2,570.889
132452,C40H58O2,570.889
132453,C44H85NO8,756.149
132454,C44H85NO8,756.149
132455,C44H83NO8,754.133
132456,C44H83NO8,754.133
132457,C45H85NO8,768.16
132458,C45H85NO8,768.16
1387,C8H10O4,170.1626
132459,C46H87NO8,782.187
132460,C31H52,424.746
132461,C46H87NO8,782.187
1391,C11H15NO2,193.24234
132462,C31H54O,442.761
132463,C31H54O,442.761
132466,C30H50,410.719
1395,C7H4Br2O3,295.91286
132464,C30H50,410.719
132465,C31H52,424.746
132467,C31H52,424.746
132468,C35H62O4,546.866
132469,C36H64O4,560.892
132470,C54H64N10O14S2,1141.279
132471,C23H28O6,400.466
1403,C7H7NO4,169.13482
132473,C14H28O3,244.371
132474,C3H6NO4SR,152.15
1406,C15H12O6,288.2522
132475,C14H29NO4S,307.451
132476,C16H33NO4S,335.504
132477,C18H37NO4S,363.557
132478,C23H51N2O5P,466.636
132479,C20H41NO4S,391.611
132480,C22H45NO4S,419.664
132481,C3H9N3O2,119.123
132485,C27H39NO5,457.603
132486,C6H14N2O2,146.188
132487,C26H40O3,400.595
132488,C39H64O5,612.9239
132489,C3H5O3R3,89.07
132490,C44H84O5,89.07
132491,C3H5O3R3,89.07
132492,C34H66O8,602.884
132493,C34H66O8,602.884
132494,C16H28O2,252.3929
132495,C18H26O3,290.398
132496,C16H13NO3,267.28
132497,C18H17NO3,295.333
1427,C9H10O3,166.1739
132499,C16H26O2,250.377
132500,C16H24O2,248.361
132501,C17H30O2,266.419
132502,C18H30O2,45.017
132503,C18H28O2,276.4137
132504,C18H17F7O3,414.315
132505,C26H53NO4S,475.77
132506,C22H37NO4S,411.6
132507,C22H37NO6S,443.599
132508,C22H37NO6S,443.599
1438,C4H8O2S,120.17112
132510,(C5H8)n.C48H82N2O27P2,132510
132511,(C5H8)n.C54H92N2O32P2,132511
132509,C17H20ClN5O3,377.826
132512,C36H45NO18,779.74
132515,(C5H8)n.C66H112N2O42P2,132515
132516,(C5H8)n.C72H122N2O47P2,132516
132517,(C5H8)n.C78H132N2O52P2,132517
132513,C21H27N3O3,369.458
1447,C4H3O4R,115.064
132519,(C5H8)n.C84H142N2O57P2,132519
1449,C3H8NO5P,169.07312
132520,(C5H8)n.C90H152N2O62P2,132520
132521,(C5H8)n.C96H162N2O67P2,132521
132523,(C5H8)n.C108H182N2O77P2,132523
132522,(C5H8)n.C102H172N2O72P2,132522
132524,C7H12O9PR2,271.139
132525,C16H26N2O14PR,501.357
132526,C9H14O9PR2,297.176
132527,C6H13O8PR,244.137
1458,C12H12O3,204.22188
132528,C8H15O8PR,270.174
132529,C20H31N4O12R,519.481
1461,C4H4O2,84.0734
132530,C14H26O10S,386.417
1463,C16H26N4O10P2S,527.40418
132531,C7H12O9PR2,271.139
132532,C9H14O9PR2,297.176
132533,C6H13O8PR,244.137
1467,C7H10O5,174.1513
132534,C8H15O8PR,270.174
132535,C6H12O8PR2,243.129
132536,C6H13O8PR,244.137
132537,C92H152N4O72,2466.179
1472,C6H5ClO4,176.5542
132538,C20H38O2,310.5145
132539,C20H32O2,304.4669
132540,C20H30O2,302.451
132542,C22H36O2,332.52
132543,C22H34O2,330.5042
132544,C22H32O2,328.4883
132545,C8H12O2,140.179
132546,C4H6N2O2,114.103
132547,C26H46NO7P,515.62
132548,C120H183N31O40S,2731.992
132549,C20H40O2,312.531
132550,C22H48NO6P,255.206
132551,C25H54NO6P,255.206
132552,C13H30NO6P,255.206
132553,C15H29NO10S3,479.59
132555,C25H52NO6P,493.658
132556,C25H52NO7P,509.657
132557,C25H50NO7P,507.642
132558,C25H48NO7P,505.626
132559,C25H42NO7P,499.578
132561,C23H48NO6P,465.604
132562,C39H72NO7P,697.966
132563,C39H72NO7P,697.966
132564,C17H33O8P,396.413
132565,C19H37O8P,424.466
132567,C21H41O8P,452.52
132568,C40H79O8P,719.026
132569,C27H48N3O9PSR,621.726
132570,C24H42N3O9PSR,579.646
132566,C228H371N43O96S5,5410.955
132571,C29H24N2O3,448.514
132572,C10H14N2O,178.231
132573,C18H24O6,336.38
1506,C7H6O6,186.11894
132574,C17H22O6,322.354
132575,C42H70NO8P,747.982
132576,C43H74NO8P,764.025
132577,C44H72NO8P,774.02
132578,C13H16O4,236.264
132579,C46H76NO8P,802.073
132580,C48H76NO8P,826.094
132581,C50H78NO8P,852.132
132582,C52H80NO8P,878.169
132583,C16H22O4,278.344
132584,C36H74NO7P,663.95
132585,C42H76NO7P,738.031
132586,C44H80NO7P,766.084
132588,C44H78NO7P,763.551
132589,C46H82NO7P,792.121
132587,C11H12O4,208.211
132590,C46H80NO7P,790.105
132591,C48H86NO7P,820.174
132592,C4H6,54.091
132593,C17H24O4,292.371
132594,C18H26O4,306.397
132595,C21H42NO8P,467.535
132596,C42H70NO8P,747.982
132597,C45H70NO8P,784.015
132598,C45H72NO8P,786.03
132599,C47H74NO8P,812.068
132600,C47H72NO8P,810.052
132601,C47H80NO8P,818.115
132602,C47H76NO8P,814.084
132603,C49H74NO8P,836.089
132604,C14H18O4,250.291
132605,C15H20O4,264.317
132606,C16H20O5,292.328
132607,C16H22O5,294.343
132609,C14H16O4,248.275
132611,C16H20O6,308.327
1543,C12H16N2O4,252.26652
132612,C15H12O4,256.254
132616,C30H48O4,472.701
132617,C30H48O4,472.701
1547,C10H12N2O4,224.21336
132620,C27H48O2,404.67
132613,C21H30O4,346.461
132614,C21H28O3,328.446
132623,C14H14O4,246.259
132615,C30H48O5,488.7
132618,C30H46O4,470.685
132619,C31H48O4,484.712
132621,C20H24O7,376.401
132622,C21H26O3,326.43
132624,C19H20O5,328.36
132625,C15H18O4,262.302
132626,C16H16O5,288.296
132627,C14H12O3,228.244
132628,C23H37NO5,407.544
132629,C24H39NO6,437.57
132630,C31H43NO10,589.675
132631,C23H37NO6,423.544
132632,C32H45NO10,603.702
132633,C32H45NO10,603.702
132634,C31H43NO9,573.676
132635,C33H47NO9,601.729
132636,C34H47NO10,629.739
132637,C35H49NO9,627.766
132638,C35H49NO10,643.766
132639,C25H41NO9,499.595
132645,C24H39NO9,485.569
132640,C35H49NO11,659.765
132641,C25H41NO6,451.597
132642,C24H39NO6,437.57
132643,C22H35NO6,409.517
132644,C24H39NO8,469.569
1579,C16H12O6,300.2629
132646,C33H43NO12,645.695
132647,C20H20O5,340.371
132648,C22H28O5,372.456
132649,C21H24O4,340.414
132650,C20H20O5,340.371
132651,C21H26O5,358.429
132652,C20H22O5,342.386
132653,C23H28O6,400.466
132654,C19H20O5,328.36
132656,C15H24,204.352
132657,C17H13NO4,295.29
132658,C19H28O2,288.425
132659,C21H22N2O2,334.412
132660,C23H26N2O4,394.464
132661,C21H22N2O3,350.412
132662,C23H26N2O5,410.464
132663,C21H24N2O3,352.428
132664,C21H24N2O3,352.428
132665,C22H22N2O3,362.423
132671,C20H32O5,352.466
132672,C41H76NO7P,726.02
132673,C41H74NO7P,726.02
1602,C16H12O5,284.2635
132674,C43H76NO7P,750.041
1604,C6H7N5O,165.15288
132676,C45H80NO7P,778.095
1606,C6H8N2O2,140.14
132677,C45H78NO7P,776.079
132678,C18H32O4,312.445
132680,C6H13O8P,244.137
132681,C20H32O5,352.466
132679,C19H33N2O10,449.473
132683,C20H32O5,352.466
132682,C233H379N44O97S5,5509.079
132684,C19H37O10P,456.466
132685,C8H13O10PR2,300.157
132686,C43H85O10P,793.104
1617,C47H69O3,682.04896
132687,C44H85O10P,805.115
132688,C40H73O9P,728.977
132689,C42H81O9P,761.062
132690,C9H15O9P,298.184
132691,C40H73O9P,728.977
132692,C49H88O13P,916.191
1624,C19H29OR,273.434
132693,C51H86O13P,938.196
132694,C52H98O13P,962.302
132695,C45H82O12P,846.101
132698,C47H84O12P,872.138
132701,C12H18O12P,385.238
132696,C22H24N2O3,364.438
132703,C21H22N2O3,350.412
132704,C45H82O12P,846.101
132697,C22H24N2O3,364.438
132706,C47H84O12P,872.138
132699,C22H24N2O4,380.438
132708,C23H37NO3,375.546
132700,C22H24N2O4,380.438
132702,C22H24N2O4,380.438
1639,C16H29O2SR,285.465
132711,C26H49NO10P,566.643
132713,C50H73NO10P,879.091
132714,C11H12O4,208.211
1643,C12H15N2O4,251.25858
132716,C25H29N3O7S,515.581
132712,C17H24O11,404.367
132715,C18H19NO3,297.349
132718,C19H18NO4,324.351
132719,C20H17NO5,351.353
132720,C20H19NO4,337.37
132722,C24H39NO3,389.572
132723,C36H75N2O6P,662.966
132724,C38H79N2O6P,691.018
132725,C22H35NO5,393.518
132726,C33H62O6,554.843
132727,C22H24N2O9,460.435
1656,C4H9O8P,216.08322
132728,C45H78O6,715.099
132729,C46H80O6,729.125
132730,C48H84O6,757.179
132731,C50H92O6,789.264
132732,C58H92O6,885.35
132733,C61H96O6,925.414
132734,C20H14NO6,364.329
132735,C20H14NO7,380.328
1665,C3H4O5S,152.126
132736,C23H37NO5,407.544
132737,C20H14NO8,396.328
132738,C22H35NO5,393.518
132739,C16H20O6,308.327
1670,C5H10N2O3,146.14458
132740,C24H39NO5,421.571
132741,C19H39O9P,442.482
132742,C3H7O6PR2,170.058
132743,C17H35O7P,382.43
132744,C19H39O7P,410.483
132745,C21H43O7P,438.536
132746,C23H37NO5,407.544
132747,C24H39NO5,421.571
132748,C8H7NaO4,190.129
132749,C19H19NO4,325.359
132750,C5H12O,88.148
132751,C12H22Cl2N4O3S,373.301
132752,C5H10O,86.132
132754,C18H14N2O4,322.315
132753,C6H16ClNO3,185.649
132755,C6H16NO3,150.196
132756,C6H14O8PR,245.145
132757,C8H16O8PR,271.182
132759,C40H73O9P,728.977
132758,H10O10SV,253.081
132760,C40H73O9P,728.977
132761,C45H78NO9P,808.078
132762,H12O10SZn,269.551
132763,C19H28O2,288.425
132764,C2Na2O4,133.999
132765,H4NaO5V,157.96
132766,C6H6NNa3O6,257.085
132767,Fe4O21P6,745.211
132768,C17H22O6,322.354
132769,FNaO3,89.986
132770,C55H100O6,857.381
132773,C55H106O6,863.429
132774,C19H16N2O5,352.341
132775,C53H100O6,833.36
132776,C55H104O6,861.413
132777,C53H98O6,831.344
132778,C56H102O6,871.408
132779,C45H87NO8,770.176
132780,C46H89NO8,784.203
132781,C23H22N4O3S2,466.579
132783,C44H85NO8,756.149
1712,C21H34O2,318.4935
132784,C47H91NO8,798.229
132785,C48H93NO8,812.256
132786,C49H95NO8,826.282
132788,C17H18O6,318.322
132787,C46H91NO8,786.218
132789,C23H28O12,496.462
132790,C30H32O13,600.568
132791,C30H32O13,600.568
132792,C23H26O10,462.447
1722,C19H29OR,273.434
132793,C23H28O11,480.463
132796,C10H16O2,168.233
132797,C22H30O5,374.471
132798,C10H8N2O2,188.183
132799,C9H8N2,144.174
132800,C22H30O5,374.471
1729,C21H20O7,384.38
1730,C21H20O8,400.3787
132801,C20H30O3,318.451
132802,C20H30O5,350.45
132803,C17H27N3O23P2S2,767.483
1734,C16H12O3,252.2647
132804,C17H27N3O20P2S,687.419
132805,C14H21NO11,379.317
132808,C20H32O5,352.466
132809,C20H32O4,336.466
132810,C10H10N2,158.2
132812,C9H8N2,144.174
132813,C10H9N,143.186
132814,C26H45NO21,707.631
132811,C25H17ClN4O3,456.881
132815,C25H30O12,522.499
132816,C30H32O15,632.567
132817,C23H28O14S,560.527
132818,C21H20O10,432.378
132819,C30H48O7,520.699
1749,C16H10O5,282.2476
132820,C26H32O11,520.527
1751,C10H8O8S2,320.29772
132821,C20H22O6,358.386
132822,C13H14O5,250.248
132823,C29H50O,414.708
132824,C15H24O,220.351
132825,C32H31NO8,557.592
132826,C15H22O3,250.334
132830,C15H24,204.352
132827,C9H14O,138.207
132828,C11H18O2,182.26
132829,C12H20O2,196.286
132831,C15H24,204.352
132835,C21H20O11,448.378
132832,C15H24,204.352
132837,C7H10O,110.154
132838,C7H14O3,146.185
132839,C10H18O2,170.249
132840,C10H19N5O2,241.291
132841,C14H11ClFNO4,311.693
132842,C11H11N3O2S,249.289
132843,C11H20O,168.276
132844,C7H10O3,142.153
132845,C8H14O3,158.195
1774,C7H14NO2,144.1916
132846,C12H24,168.319
132848,C10H18O,154.25
132849,C24H46O3,382.621
132850,C35H42O20,782.697
132851,C30H48O2,440.702
132852,C16H14O5,286.28
132853,C29H36O15,624.588
132854,C11H20O3,200.275
1784,C12H11N,169.22248
132856,C27H32O15,596.535
132857,C27H32O15,596.535
132858,C29H32O16,636.556
132859,C32H40O19,728.65
132860,C24H26O12,506.457
132861,C34H40O20,768.671
132863,C15H20O6,296.316
132864,C15H18O6,294.3
132866,C6H13NO3,147.173
132868,C25H22O6,418.44
132869,C25H24O6,420.455
132870,C15H26O3,254.366
132871,C15H26O2,238.366
1800,C7H7ClO,142.58258
132872,C12H12O6,252.221
132874,C16H20O6,308.327
132875,C71H118N2O17P2,1333.65
132876,C69H115NO17P2,1292.598
132877,C74H125N2O22P3,1487.709
132878,C13H16F3N3O4,335.28
132879,C11H7Cl2NO2,256.085
1808,C8H7ClO3,186.59208
132880,C15H16N4O7S,396.377
132881,C26H31N5O5,493.556
132882,C26H31N5O5,493.556
132883,C30H49N3O10S,643.791
132884,C41H73N2O18R,882.023
132885,C41H73N2O18R,882.023
132886,C20H32O4,336.466
132887,C39H67N2O18R,851.953
132890,C9H5ClNO3S,242.66
132891,C11H13ClN2O3S,288.752
132892,C9H5ClKNO3S,281.759
132893,C37H40N2O6,608.725
132894,C18H9NO5,319.268
132895,C37H34N2O7,618.676
132896,C19H19NO2,293.36
132897,C11H10ClNO3S,271.721
132898,C28H32O16,624.545
132899,C10H18O,154.25
132900,C15H26O2,238.366
132901,C15H26O2,238.366
132902,C15H28O3,256.382
132903,C15H26O2,238.366
132904,C15H28O3,256.382
132905,C15H26O,222.367
132906,C15H26O,222.367
132907,C15H28O3,256.382
132908,C20H30O5,350.45
132909,C20H28O4,332.435
132910,C15H30O2,242.398
132913,C22H26ClF2NO4,441.897
132914,C22H26ClF2NO4,441.897
132915,C22H26F2NO4,406.444
132916,C22H26F2NO4,406.444
1845,(C5H8)nC7H6O3,1845
132918,C6H7N2O2,139.132
1848,C6H11NO5,177.1552
132921,C17H13ClFNO4,349.741
132922,C13H17O2,205.273
132923,C9H8NO4,194.164
132925,C34H39NO10,621.675
132926,C21H44NO7P,453.551
132927,C20H30O2,302.452
132928,C21H32O2,316.478
132929,C19H28O2,288.425
132930,C12H13Cl2NO2,274.143
132931,C9H16N4O2,212.249
132932,C10H12N5Na2O8P,407.185
132935,C10H16O5,216.231
1864,C7H15Cl2N2O3P,277.085
1865,C16H20N2O10S2,464.46948
132936,C5H8NO3,130.122
132937,C6H10NO3,144.149
132939,C5H6O4,130.099
132944,C18H33O2,281.454
132946,C26H37N7O20P3S,892.595
132947,C21H34O2,318.494
132949,C23H40O3,364.563
1879,C8H10O2,138.1638
1883,C8H8O,120.14852
132956,C18H18O7,346.332
132957,C7H12NO3S,190.241
1890,C17H22N2O10S2,478.49606
132962,C14H16NO8,326.279
132963,C19H20F3NO4,383.362
132964,C19H20F3NO4,383.362
132965,C19H20F3NO4,383.362
1895,C8H10O,122.1644
132968,C60H110N2O23,1227.517
132969,C5H10ClNO3,167.591
132970,C5H10NO3,132.138
132967,C49H55N9O7,882.019
132974,C24H19N3O6,445.425
132975,C38H50N6O9S,766.906
1904,C16H16O9,352.293
1905,C10H8O6S,256.23
132977,C45H66N7O20P3S,1150.03
132978,C45H64N7O19P3S,1132.014
132979,C10H19O3,187.256
132980,C19H21Cl2N3O,378.296
132981,C19H23Cl2N3O,380.312
1911,C7H7NO3,153.13542
132982,C19H23Cl4N3O,451.218
132983,C10H20O3,188.264
132984,C27H28N4O6S,536.602
132985,C6H11O3,131.15
132986,C23H25ClFN5O3,473.929
132987,C6H11NO3S,177.223
132988,C50H75N15O11,1062.226
132989,C6H11NO4,161.156
132990,C16H24N2O10,404.37
1921,C7H10O3,142.1525
132991,C10H16N2O4,228.245
132993,C10H15N2O4,227.237
132996,C33H36N4O6,584.663
132997,C60H89N18O25,1462.457
132999,C60H92N18O25,1465.48
133000,C21H31O5S,395.535
133003,C19H29O5S,369.497
133005,C15H19NO9,357.313
133006,C15H18NO9,356.305
133009,C49H54N8O8,883.004
133011,C22H24N2O9,460.435
133012,C22H22N2O9,458.419
1941,C7H16NO2,146.20748
133013,C11H20N2O2,212.289
133014,C54H74F2N6O10,1005.198
133015,C22H34O21,634.494
1945,C16H18O8,338.3093
133017,C25H34FN3O2,427.556
133019,C14H12ClNO2,261.704
133020,C25H35FN3O2,428.564
1949,C28H46O,398.66424
133021,C45H50ClN7O7S,868.442
133023,C29H24Cl2N2O7S,615.483
133026,C15H17NO10,371.297
133027,C15H16NO10,370.289
133028,C16H19N3O5,333.34
133029,C11H19NO2S,229.341
1958,C10H11N5O4,265.22564
133030,C16H18N3O5,332.332
133031,C7H11N2O5,203.173
133032,C11H16N4O5,284.269
133033,C11H15N4O5,283.261
1963,C11H18N5O13P3,521.2078
133034,C24H34O5,402.525
133035,C24H34O4,386.525
133036,C24H36O5,404.541
133037,C22H32O4,360.488
133038,C11H19N2O5,259.279
133039,C16H23NO2,261.36
133040,C10H18N4O6S2,354.406
133041,C11H19N2O4,243.28
133042,C10H17N2O4,229.253
133043,C12H26N3O2,244.354
133046,C10H18N4O6S2,354.406
133047,C11H14N2O3,222.241
133044,C12H26N5O2,272.368
133049,C21H30O3,330.462
133050,C16H30NO2,268.416
133051,C50H73N15O12,1076.21
133052,C21H30O3,330.462
133053,C21H30O3,330.462
133054,C50H75N15O12,1078.226
133055,C21H30O3,330.462
133056,C21H30O3,330.462
133057,C26H45NO7S,515.705
133058,C21H30O3,330.462
133059,C21H30O3,330.462
1981,(C5H8O6PR)n.C10H18O13P2R2,1981
1989,C20H23N7O6,457.4402
133062,C21H30O3,330.462
133063,C11H16N2O5S,288.322
133064,C26H44NO7S,514.697
133065,C29H48O12P,619.659
133066,C11H14N2O4S,270.306
133067,C11H14N2O4S,270.306
133068,C44H61N11O10,904.025
133069,C44H62N11O10,905.032
133071,C15H19N6O8,411.347
133072,C6H5O5S,189.167
133073,C6H5O5S,189.167
2003,C9H7NO4,193.1562
133076,C11H18NO6,260.264
133077,C27H49O12P,596.646
133078,C111H181N8O71R,2763.64
133080,C27H48O12P,595.638
2009,C9H8NO6,226.1635
2010,C9H9NO5,211.1715
133082,C6H11O3,131.15
2012,C10H7NO7,253.1651
2013,C10H8NO7,254.1736
133083,C6H12O3,132.158
2015,C12H8S2,216.322
133084,C20H33O6,369.473
133085,C6H11O3,131.15
133086,C18H34O4,314.461
133087,C18H32O4,312.445
133089,C7H8O4S,188.202
133090,C7H7O4S,187.194
2022,C23H38O2,346.5466
133091,C8H13N2O5,217.2
2024,C7H13NO3,159.183
133092,C9H16N2O5,232.234
133093,C9H15N2O5,231.226
133094,C11H18N2O2,210.273
133095,C24H34O5,402.525
133096,C9H10O4S,214.24
2030,C4H6N4O,126.1166
133097,C9H9O4S,213.232
133101,C19H32O8S2,452.585
133102,C19H30O8S2,450.57
133103,C19H32O5S,372.521
133104,C13H11ClN2O3,278.691
133105,C19H31O5S,371.513
133107,C13H10ClN2O3,277.684
2038,C8H12N4O5,244.20484
133108,C13H10ClKN2O3,316.782
2040,C8H8O7,216.14492
133109,C19H32O5S,372.521
133110,C19H31O5S,371.513
133112,C19H32O8S2,452.585
133113,C19H30O8S2,450.57
133115,C19H32O8S2,452.585
133116,C19H30O8S2,450.57
133119,C21H36O8S2,480.639
133121,C21H34O8S2,478.623
133122,C15H14ClNO3,291.73
133124,C19H30O8S2,450.57
133125,C5H5NO,95.099
133126,C19H28O8S2,448.554
133127,C40H62N8O6S,783.038
133128,C15H13ClNO3,290.722
133129,C15H13ClKNO3,329.82
133130,C18H15ClN2O5,374.776
133132,C20H29O5,349.442
133133,C20H29O6,365.441
133134,C20H29O5,349.442
133136,C19H38O2,298.505
2065,C11H12N2O5,252.22346
133137,C25H31F6N3O3,535.523
133138,C19H37O2,297.497
133139,C21H44NO6P,437.552
2069,C10H10O5,210.185
133140,C21H44NO6P,437.552
133141,C23H48NO6P,465.605
133142,C23H48NO6P,465.605
133144,C23H48NO7P,481.604
133145,C23H48NO7P,481.604
133146,C12H16N2O3,236.268
2076,C10H12N2O4,224.21336
133147,C15H24N5O3,322.383
133148,C21H28O10,440.442
133150,C11H20O,168.276
133152,C16H31BrO2,335.32
2082,C12H8O5,232.1889
2086,C13H18N2O,218.2948
2089,C11H14N2O,190.2417
133170,C17H13NO,247.292
133171,C37H75N2O6P,674.976
133172,C10H20O3,188.264
133173,C11H20O,168.276
133174,C10H19O3,187.256
133176,C26H43NO6,465.624
133177,C26H42NO6,464.616
2106,C16H16O8,336.294
133178,C6H8NO3,142.133
133179,C7H14N2O3,174.198
133180,C7H14N2O3,174.198
133181,C9H13N3O3,211.218
133182,C9H12N3O3,210.21
133183,C9H13N3O3,211.218
133184,C9H12N3O3,210.21
133185,C9H16N2O2,184.236
133186,C6H7NO4S,189.19
133187,C13H15N3O3,261.277
133188,C13H15N3O3,261.277
133189,C13H15N3O3,261.277
133191,C13H14N3O3,260.269
2120,C21H36O2,320.50934
133192,C13H14N3O3,260.269
133193,C15H18N3O4,304.322
133194,C6H6NO4S,188.182
2124,C8H7NO3,165.14612
133196,C13H17O3,221.273
133197,C13H18O3,222.281
133199,C13H16O4,236.264
133200,C13H14O4,234.248
133201,C30H44O21,740.659
2131,C4H5NO5S,179.151
133204,C18H26O10,402.394
133205,C16H19N2O8,367.331
133206,C16H20N2O8,368.339
133207,C11H9NO2,187.195
133208,C16H23N5O6,381.384
133209,C9H15N2O4,215.227
133210,C16H23N5O6,381.384
133211,C16H23N5O6,381.384
133212,C16H24N4O3,320.387
133213,C67H113N4O39R,1598.62
133214,C16H24N4O3,320.387
133215,C16H24N4O3,320.387
133216,C28H48O6,480.678
133217,C9H16N2O4,216.235
133218,C33H40O20,756.66
133219,C13H20O4,240.296
133220,C12H18O4,226.269
2149,C27H48O8S,532.73122
2150,C19H30O2,290.441
133223,C7H15NO2,145.2
133224,C27H30O16,610.519
133225,C8H7O5S,215.205
133226,C8H8O5S,216.213
2155,C25H26O4,390.4715
2156,C25H28O5,408.4868
133227,C38H61N3O30R2,1039.895
133228,C7H15NO6PR,240.171
133229,C23H46NO6P,240.171
2160,C20H18O5,338.3539
2161,C20H18O4,322.3545
133230,C15H22N4O4,322.36
133231,C15H22N4O4,322.36
2164,C8H16N2O3,188.22432
2165,C8H13NO4,187.19316
133232,C15H18N3O4.H4N,322.365
133233,C17H14NO,248.3
133234,C17H14ClNO,283.753
133235,(C34H56N2O24)n,133235
133237,C16H20FN5,301.363
133238,C16H20FN5,301.363
133239,C16H20FN5,301.363
133240,C16H20FN5,301.363
133241,C23H31N7O19P3SR,834.516
133244,C27H30O16,610.519
133245,C27H30O15,594.522
133247,C12H19N3O,221.299
133249,CHOR,29.018
2179,C6H12O5,164.15648
133250,C6H4ClO4,175.547
2181,C6H12O5,164.1565
133251,C4H4O5R,132.072
133246,C8H12N2,136.195
2185,C25H26O4,390.4715
2197,C15H10O7,302.2357
2198,C13H16N2O3,248.2777
2208,C5H4N4S,152.17822
2210,C18H16O8,360.3148
2212,C11H12O4,208.2106
2213,C16H14O8,334.2776
2215,C15H18N2,226.3169
133291,C2O4R,88.019
2220,C11H19O10R,311.263
133292,C3H2O3R,86.046
133293,C9H14NO6R,232.211
133295,C34H66O12S,698.948
133297,C52H71N7O12,986.162
2226,C14H7Cl4O4,381.016
133298,C54H72N8O12,1025.198
133300,C37H61N3O10PS,770.936
2229,C6H11O10P,274.1193
133301,C39H65N3O10PS,798.989
133302,C20H29O4,333.443
133303,C20H29O3,317.443
2233,C12H23O14P,422.27638
133304,C10H10N2O2S,222.265
133305,C10H10F3N3OS,277.268
133306,C10H10F3N3OS,277.268
133307,C20H29O3,317.443
133308,C16H14O6,302.279
